nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.49950,0.50497,0.56557,0.82407,0.82532,0.22421,0.07177,0.05854,0.05836
0.49835,0.50598,0.56466,0.82436,0.82184,0.22362,0.07553,0.06162,0.06248
0.50038,0.50911,0.56519,0.82210,0.82092,0.21679,0.07217,0.06002,0.05720
0.50035,0.50678,0.56423,0.82463,0.82205,0.20922,0.06777,0.05565,0.05473
0.50115,0.50777,0.56346,0.82115,0.81929,0.20531,0.06492,0.05237,0.05178
