nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.56617,0.57279,0.63054,0.89203,0.99123,0.98320,0.97907,0.97905,0.97801
0.53704,0.54396,0.60340,0.88599,0.99070,0.98020,0.97506,0.97552,0.97525
0.53237,0.53929,0.60241,0.88177,0.98999,0.98011,0.97485,0.97476,0.97392
0.52882,0.53704,0.59801,0.87916,0.99027,0.97845,0.97304,0.97231,0.97212
0.53122,0.53514,0.60090,0.88159,0.99039,0.97810,0.97400,0.97305,0.97219
