nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.50977,0.51865,0.58106,0.87627,0.98990,0.98206,0.97802,0.97796,0.97677
0.51432,0.52350,0.58449,0.87998,0.99052,0.98013,0.97500,0.97547,0.97519
0.52332,0.53031,0.59475,0.87951,0.98998,0.98010,0.97485,0.97476,0.97392
0.52652,0.53467,0.59584,0.87856,0.99027,0.97845,0.97304,0.97231,0.97212
0.53090,0.53483,0.60058,0.88156,0.99039,0.97810,0.97400,0.97305,0.97219
