1.003286930444142744e+00,1.003155547252613911e+00,1.002031279125279895e+00,1.000972089047162950e+00,1.004465192189488709e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.007087697682313765e+00,1.005492043716084360e+00
1.008404806034802315e+00,1.008793073397547868e+00,1.027712047953559527e+00,1.010467361536723896e+00,1.025379084007962849e+00,1.014107312081510281e+00,1.016808893097051580e+00,1.014014642829730972e+00,1.008079362925208056e+00
1.003759223063028339e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.002001436028644887e+00,1.006630473631840106e+00,1.006767507760544911e+00,1.001734412033145505e+00,1.001094991009336077e+00,1.001344018443528716e+00,1.013849794815994798e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.001450725328506763e+00,1.000000000000000000e+00,1.001965581018419593e+00,1.001568659175634979e+00,1.003772704425079931e+00,1.004100134198235184e+00,1.004631850104854562e+00
1.236183720934606711e+00,1.180902425627557317e+00,1.200963903711528724e+00,1.150241130871830997e+00,1.206415101316576477e+00,1.203842989120025964e+00,1.245460815895969242e+00,1.213786342238608817e+00,1.198914660207421656e+00
1.001208476405767156e+00,1.007975592183078417e+00,1.017234110953417536e+00,1.009653779344549696e+00,1.009719762627245387e+00,1.014283317130810547e+00,1.006037729596417574e+00,1.003293344171880985e+00,1.004909459219687218e+00
1.010718298906318813e+00,1.012658749311231121e+00,1.006205466663478987e+00,1.020331247688919474e+00,1.012489731337751664e+00,1.021564102158619702e+00,1.032866538141332446e+00,1.016577302782120551e+00,1.019470780317438985e+00
1.248246923529396035e+00,1.282108510740299634e+00,1.225040072282517434e+00,1.204820780564500815e+00,1.184149414874918094e+00,1.292727187558832647e+00,1.236366541833041843e+00,1.305434566034632482e+00,1.245443845100066449e+00
1.005117264091885954e+00,1.002632007317907581e+00,1.000000000000000000e+00,1.003380005151988996e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.002786395717928825e+00
1.093278285142226025e+00,1.098668743151254956e+00,1.078524977357391279e+00,1.080381198868521464e+00,1.117969202614806923e+00,1.147501113539632467e+00,1.159257129606080294e+00,1.146883554829634111e+00,1.126633528807540641e+00
1.015349722091789308e+00,1.034464641767243398e+00,1.022350878938376839e+00,1.046955423900586268e+00,1.029173459209510977e+00,1.023756851403933688e+00,1.022338701710786557e+00,1.051744193472165412e+00,1.018556591564921954e+00
1.000734537129176704e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.001173934243507535e+00,1.004476438311866504e+00,1.003350119030031795e+00,1.002420450715137967e+00,1.000000000000000000e+00,1.000000000000000000e+00
