nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.00490,0.00523,0.00779,0.02289,0.10970,0.11710,0.09967,0.09673,0.09721
0.00036,0.00051,0.00227,0.01111,0.04678,0.02915,0.01965,0.01945,0.01942
0.00008,0.00020,0.00144,0.00628,0.02147,0.00840,0.00429,0.00411,0.00395
