nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.02790,0.02968,0.02880,0.02331,0.00910,0.00311,0.00240,0.00232,0.00220
0.03036,0.02965,0.03032,0.02363,0.00878,0.00286,0.00253,0.00235,0.00250
0.02881,0.02933,0.02806,0.02165,0.00861,0.00295,0.00250,0.00248,0.00212
0.02694,0.02714,0.02602,0.02113,0.00851,0.00266,0.00196,0.00222,0.00209
0.02523,0.02566,0.02527,0.02106,0.00786,0.00273,0.00218,0.00212,0.00211
