nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1, nu=1, nu=10, nu=10^2, nu=10^3
0.04056,0.03970,0.03895,0.02734,0.00220,0.00000,0.00000,0.00000,0.00000
