nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.50951,0.51804,0.57852,0.84460,0.84173,0.15202,0.08482,0.07902,0.08078
0.50538,0.51850,0.57778,0.84182,0.82544,0.10345,0.04974,0.04710,0.04697
0.50786,0.51458,0.57727,0.84037,0.81812,0.09206,0.04356,0.04270,0.04242
