# nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
5.019099999999999673e-01,5.108599999999999808e-01,5.629199999999999759e-01,8.290699999999999736e-01,8.683499999999999552e-01,4.504799999999999915e-01,3.258400000000000185e-01,3.095499999999999918e-01,3.063199999999999812e-01
