resource, consumer1, toxin, environment
36, 0, 142, -1
40, 0, 121, -1
58, 0, 116, -1
32, 83, 20, 1
38, 44, 33, 1
49, 0, 116, -1
47, 0, 100, -1
24, 83, 27, 1
53, 0, 125, -1
59, 0, 135, -1
47, 0, 129, -1
59, 0, 128, -1
34, 80, 35, 1
48, 0, 128, -1
34, 39, 47, 1
48, 0, 133, -1
63, 0, 114, -1
56, 0, 122, -1
51, 0, 122, -1
50, 0, 137, -1
48, 0, 129, -1
45, 0, 112, -1
51, 0, 140, -1
57, 0, 117, -1
51, 0, 130, -1
9, 87, 24, 1
20, 87, 36, 1
28, 67, 45, 1
56, 44, 61, 1
53, 0, 128, -1
52, 0, 139, -1
52, 0, 119, -1
50, 0, 123, -1
46, 0, 129, -1
30, 59, 31, 1
55, 0, 131, -1
49, 0, 133, -1
28, 49, 38, 1
32, 82, 32, 1
20, 70, 45, 1
25, 89, 32, 1
40, 97, 26, 1
52, 0, 137, -1
49, 0, 130, -1
54, 0, 123, -1
15, 119, 20, 1
40, 0, 126, -1
19, 68, 33, 1
64, 0, 115, -1
51, 38, 41, 1
37, 0, 109, -1
16, 83, 40, 1
56, 0, 129, -1
39, 56, 47, 1
46, 0, 135, -1
29, 72, 36, 1
49, 0, 134, -1
25, 90, 33, 1
54, 0, 125, -1
33, 45, 53, 1
60, 0, 125, -1
55, 0, 128, -1
39, 0, 129, -1
26, 64, 21, 1
39, 80, 35, 1
50, 0, 139, -1
33, 77, 35, 1
33, 72, 40, 1
41, 51, 45, 1
40, 61, 26, 1
45, 0, 140, -1
32, 86, 28, 1
45, 0, 114, -1
48, 0, 129, -1
46, 0, 124, -1
25, 71, 30, 1
49, 0, 133, -1
33, 58, 43, 1
39, 79, 37, 1
51, 0, 144, -1
55, 0, 126, -1
44, 65, 41, 1
39, 0, 139, -1
53, 0, 114, -1
43, 0, 122, -1
22, 80, 33, 1
35, 0, 134, -1
28, 75, 30, 1
27, 95, 34, 1
29, 82, 23, 1
16, 90, 28, 1
23, 85, 30, 1
65, 0, 116, -1
49, 0, 120, -1
44, 0, 139, -1
45, 0, 128, -1
45, 0, 148, -1
47, 0, 123, -1
45, 33, 44, 1
49, 0, 129, -1
56, 0, 128, -1
50, 0, 122, -1
65, 0, 130, -1
44, 0, 122, -1
31, 62, 42, 1
51, 0, 124, -1
26, 67, 37, 1
58, 0, 132, -1
35, 73, 42, 1
41, 0, 116, -1
44, 75, 46, 1
38, 67, 36, 1
59, 45, 59, 1
45, 0, 144, -1
44, 0, 120, -1
30, 75, 26, 1
23, 81, 27, 1
23, 87, 28, 1
45, 0, 145, -1
47, 0, 134, -1
38, 0, 109, -1
29, 85, 32, 1
23, 90, 18, 1
66, 0, 125, -1
56, 0, 136, -1
24, 87, 20, 1
54, 0, 131, -1
16, 97, 27, 1
29, 67, 43, 1
41, 0, 124, -1
57, 0, 116, -1
32, 89, 40, 1
61, 0, 145, -1
25, 69, 32, 1
22, 67, 36, 1
22, 75, 47, 1
29, 59, 43, 1
30, 106, 29, 1
21, 88, 36, 1
63, 0, 110, -1
55, 0, 150, -1
36, 64, 44, 1
20, 86, 25, 1
27, 60, 29, 1
27, 65, 43, 1
34, 0, 124, -1
58, 0, 107, -1
33, 76, 21, 1
35, 75, 26, 1
44, 0, 117, -1
35, 60, 33, 1
55, 0, 108, -1
33, 91, 40, 1
27, 79, 21, 1
31, 58, 30, 1
30, 85, 28, 1
57, 0, 139, -1
38, 51, 42, 1
37, 60, 37, 1
60, 0, 118, -1
23, 71, 24, 1
50, 0, 119, -1
19, 103, 33, 1
34, 53, 36, 1
54, 0, 144, -1
48, 72, 40, 1
46, 0, 144, -1
44, 0, 132, -1
46, 0, 128, -1
59, 84, 53, 1
24, 101, 31, 1
51, 0, 144, -1
16, 94, 29, 1
43, 0, 145, -1
31, 76, 28, 1
46, 0, 140, -1
57, 0, 127, -1
23, 97, 24, 1
61, 0, 132, -1
48, 0, 93, -1
27, 67, 24, 1
27, 93, 24, 1
25, 112, 23, 1
37, 84, 45, 1
60, 0, 133, -1
24, 64, 25, 1
49, 0, 125, -1
31, 79, 31, 1
25, 97, 26, 1
34, 61, 41, 1
30, 51, 44, 1
25, 83, 24, 1
36, 0, 119, -1
73, 57, 44, 1
20, 126, 18, 1
52, 0, 141, -1
28, 70, 33, 1
29, 68, 34, 1
55, 0, 131, -1
24, 84, 31, 1
50, 49, 54, 1
55, 0, 129, -1
25, 97, 23, 1
33, 81, 40, 1
49, 80, 29, 1
16, 117, 21, 1
31, 48, 36, 1
46, 0, 141, -1
25, 75, 43, 1
51, 0, 123, -1
64, 0, 137, -1
51, 0, 143, -1
50, 43, 53, 1
37, 75, 28, 1
46, 0, 121, -1
48, 0, 111, -1
21, 54, 45, 1
51, 0, 125, -1
37, 0, 120, -1
45, 0, 113, -1
54, 0, 110, -1
49, 0, 132, -1
31, 80, 27, 1
58, 38, 45, 1
207, 0, 130, 1
50, 0, 123, -1
27, 65, 39, 1
25, 115, 24, 1
34, 87, 27, 1
25, 68, 47, 1
25, 88, 22, 1
18, 67, 27, 1
47, 0, 105, -1
30, 89, 33, 1
54, 0, 127, -1
38, 0, 115, -1
36, 0, 115, -1
34, 69, 27, 1
48, 0, 135, -1
16, 35, 41, -1
54, 0, 126, -1
62, 0, 116, -1
42, 0, 130, -1
41, 53, 51, 1
49, 0, 131, -1
23, 116, 25, 1
47, 71, 43, 1
38, 0, 126, -1
25, 79, 36, 1
47, 0, 133, -1
36, 47, 50, 1
35, 78, 31, 1
21, 116, 23, 1
25, 71, 31, 1
54, 47, 51, 1
26, 102, 19, 1
60, 0, 112, -1
18, 81, 35, 1
45, 0, 134, -1
43, 44, 49, 1
37, 73, 35, 1
29, 93, 16, 1
57, 0, 133, -1
41, 0, 121, -1
44, 0, 130, -1
54, 0, 119, -1
56, 0, 118, -1
52, 0, 119, -1
49, 0, 130, -1
49, 0, 130, -1
24, 76, 26, 1
40, 0, 117, -1
44, 0, 124, -1
17, 86, 33, 1
29, 62, 36, 1
51, 0, 124, -1
42, 0, 109, -1
21, 73, 37, 1
53, 0, 140, -1
50, 0, 130, -1
32, 49, 44, 1
54, 0, 139, -1
26, 115, 20, 1
22, 82, 19, 1
28, 93, 28, 1
35, 59, 32, 1
23, 62, 40, 1
51, 0, 105, -1
20, 63, 55, 1
42, 0, 134, -1
26, 87, 33, 1
24, 70, 34, 1
37, 57, 41, 1
198, 0, 128, 1
53, 0, 106, -1
47, 0, 125, -1
36, 65, 36, 1
65, 0, 140, -1
38, 0, 107, -1
45, 76, 46, 1
43, 0, 111, -1
50, 0, 145, -1
18, 82, 36, 1
35, 67, 35, 1
29, 65, 25, 1
53, 0, 121, -1
36, 0, 138, -1
43, 0, 109, -1
30, 66, 31, 1
64, 0, 136, -1
34, 92, 21, 1
24, 65, 29, 1
19, 121, 24, 1
56, 0, 141, -1
50, 0, 114, -1
59, 0, 145, -1
32, 56, 38, 1
59, 0, 117, -1
37, 89, 30, 1
52, 0, 119, -1
59, 0, 127, -1
48, 34, 64, 1
28, 66, 37, 1
54, 0, 124, -1
16, 97, 20, 1
50, 0, 121, -1
45, 0, 121, -1
28, 86, 31, 1
58, 0, 96, -1
21, 96, 28, 1
38, 83, 30, 1
49, 45, 52, 1
22, 55, 36, 1
42, 0, 128, -1
56, 0, 117, -1
56, 0, 124, -1
49, 0, 128, -1
48, 0, 136, -1
34, 82, 41, 1
50, 0, 128, -1
57, 0, 113, -1
62, 0, 128, -1
53, 0, 134, -1
54, 0, 112, -1
30, 57, 50, 1
62, 0, 115, -1
185, 0, 116, 1
60, 0, 129, -1
19, 71, 25, 1
45, 0, 133, -1
52, 0, 123, -1
50, 57, 52, 1
29, 71, 30, 1
50, 0, 122, -1
42, 0, 126, -1
45, 0, 136, -1
27, 98, 22, 1
43, 0, 146, -1
55, 0, 132, -1
36, 46, 46, 1
39, 0, 136, -1
57, 0, 145, -1
27, 74, 33, 1
42, 0, 117, -1
44, 0, 105, -1
22, 90, 32, 1
57, 0, 122, -1
44, 0, 148, -1
35, 68, 36, 1
34, 53, 46, 1
15, 119, 15, 1
25, 107, 28, 1
52, 0, 125, -1
31, 66, 33, 1
41, 0, 115, -1
57, 0, 139, -1
42, 0, 124, -1
39, 60, 43, 1
29, 97, 23, 1
45, 0, 117, -1
44, 0, 134, -1
20, 131, 22, 1
56, 0, 119, -1
48, 0, 114, -1
52, 0, 140, -1
50, 59, 52, 1
27, 98, 19, 1
51, 0, 116, -1
39, 68, 40, 1
35, 75, 33, 1
49, 0, 124, -1
29, 67, 50, 1
46, 0, 132, -1
19, 101, 16, 1
55, 0, 109, -1
26, 75, 27, 1
35, 69, 31, 1
21, 82, 34, 1
18, 97, 24, 1
16, 149, 15, 1
48, 0, 147, -1
34, 81, 37, 1
56, 0, 121, -1
41, 57, 33, 1
34, 70, 37, 1
63, 0, 129, -1
33, 78, 35, 1
60, 0, 111, -1
28, 0, 107, -1
25, 92, 28, 1
32, 66, 38, 1
58, 0, 117, -1
57, 0, 121, -1
20, 98, 26, 1
49, 0, 116, -1
54, 0, 133, -1
119, 0, 124, 1
54, 0, 113, -1
51, 0, 133, -1
