resource, consumer1, toxin, environment
62, 0, 130, -1
34, 0, 125, -1
39, 0, 129, -1
25, 83, 33, 1
50, 0, 120, -1
39, 0, 129, -1
52, 0, 114, -1
29, 63, 32, 1
60, 0, 122, -1
51, 0, 131, -1
64, 0, 119, -1
34, 63, 48, 1
62, 0, 115, -1
23, 117, 15, 1
58, 50, 45, 1
31, 59, 41, 1
45, 0, 113, -1
52, 0, 122, -1
59, 0, 114, -1
42, 0, 126, -1
36, 72, 34, 1
44, 0, 132, -1
51, 0, 105, -1
47, 0, 130, -1
36, 75, 31, 1
55, 0, 116, -1
46, 0, 108, -1
45, 0, 125, -1
30, 65, 46, 1
46, 0, 136, -1
50, 0, 118, -1
60, 0, 113, -1
21, 80, 27, 1
20, 104, 20, 1
16, 94, 33, 1
41, 0, 132, -1
41, 0, 107, -1
48, 0, 129, -1
38, 68, 43, 1
51, 0, 124, -1
33, 59, 49, 1
18, 96, 29, 1
38, 0, 107, -1
45, 0, 125, -1
66, 0, 140, -1
199, 0, 131, 1
59, 0, 115, -1
32, 82, 31, 1
44, 0, 128, -1
49, 43, 43, 1
61, 0, 132, -1
35, 86, 27, 1
29, 67, 33, 1
23, 92, 21, 1
49, 0, 141, -1
30, 61, 41, 1
46, 50, 38, 1
54, 0, 122, -1
49, 0, 128, -1
15, 129, 11, 1
63, 0, 127, -1
39, 0, 119, -1
57, 0, 116, -1
26, 86, 29, 1
38, 81, 26, 1
17, 92, 21, 1
49, 0, 133, -1
49, 0, 128, -1
48, 0, 127, -1
27, 80, 27, 1
40, 79, 34, 1
14, 110, 14, 1
58, 0, 127, -1
48, 0, 133, -1
29, 102, 21, 1
62, 0, 128, -1
16, 112, 24, 1
38, 66, 37, 1
24, 59, 37, 1
22, 97, 24, 1
29, 99, 27, 1
41, 0, 133, -1
13, 101, 19, 1
24, 110, 21, 1
56, 0, 122, -1
28, 71, 28, 1
15, 100, 27, 1
43, 0, 122, -1
54, 0, 115, -1
52, 0, 128, -1
30, 94, 28, 1
39, 63, 56, 1
59, 0, 132, -1
37, 77, 38, 1
51, 0, 136, -1
14, 76, 25, 1
23, 86, 33, 1
18, 87, 34, 1
51, 0, 149, -1
43, 0, 111, -1
48, 0, 101, -1
25, 48, 39, 1
24, 89, 30, 1
36, 50, 31, 1
57, 0, 153, -1
41, 0, 102, -1
51, 0, 136, -1
49, 0, 138, -1
51, 0, 124, -1
24, 79, 23, 1
36, 75, 43, 1
59, 0, 124, -1
18, 97, 26, 1
54, 0, 119, -1
23, 64, 34, 1
