nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.50290,0.50893,0.56265,0.81373,0.79422,0.30483,0.19768,0.18960,0.18786
