trial, S1, S2, R, T, xi
1,102,0,21,24,1 
2,0,0,56,142,-1 
3,13,83,24,44,1 
4,34,33,21,51,1 
5,75,4,26,55,1 
6,0,111,35,54,1 
7,48,24,28,42,1 
8,0,0,48,111,-1 
9,0,0,44,109,-1 
10,66,28,26,54,1 
11,0,0,179,111,-1 
12,0,0,32,124,-1 
13,0,0,49,130,-1 
14,0,0,51,121,-1 
15,0,0,60,128,-1 
16,0,0,185,134,1 
17,0,0,60,113,-1 
18,0,0,51,155,-1 
19,71,65,24,35,1 
20,39,61,23,64,1 
21,0,89,23,39,1 
22,107,0,22,40,1 
23,0,0,43,114,-1 
24,76,0,26,44,1 
25,100,0,21,45,1 
26,0,142,13,22,1 
27,27,27,37,49,1 
28,0,0,59,122,-1 
29,0,0,60,115,-1 
30,24,61,33,53,1 
31,35,45,24,40,1 
32,54,4,39,61,1 
33,28,58,19,37,1 
34,0,0,54,123,-1 
35,0,0,52,132,-1 
36,0,0,42,130,-1 
37,0,0,190,129,1 
38,0,0,48,116,-1 
39,120,0,18,37,1 
40,0,0,57,135,-1 
41,0,0,53,119,-1 
42,79,0,30,46,1 
43,1,89,24,58,1 
44,0,86,19,40,1 
45,0,0,60,124,-1 
46,0,0,52,130,-1 
47,0,0,47,109,-1 
48,0,0,50,112,-1 
49,4,0,30,105,-1 
50,0,0,54,116,-1 
51,61,53,27,41,1 
52,0,8,34,98,-1 
53,0,0,55,119,-1 
54,0,0,45,136,-1 
55,62,29,26,39,1 
56,0,0,186,121,1 
57,64,20,18,47,1 
58,14,72,27,41,1 
59,96,16,18,34,1 
60,13,83,27,48,1 
61,0,0,36,106,-1 
62,0,0,47,127,-1 
63,0,0,44,117,-1 
64,0,0,62,112,-1 
65,0,0,184,129,1 
66,80,5,27,41,1 
67,0,0,203,123,1 
68,0,0,36,137,-1 
69,12,80,21,51,1 
70,0,72,19,47,1 
71,89,0,29,54,1 
72,0,0,43,121,-1 
73,44,68,22,34,1 
74,0,0,58,123,-1 
75,1,97,29,35,1 
76,34,96,30,41,1 
77,23,76,14,38,1 
78,0,0,51,134,-1 
79,0,79,11,39,1 
80,111,25,16,36,1 
81,0,0,55,117,-1 
82,0,0,64,137,-1 
83,87,0,29,43,1 
84,0,0,61,126,-1 
85,20,82,20,55,1 
86,0,0,56,132,-1 
87,7,83,14,35,1 
88,0,0,42,130,-1 
89,0,0,79,121,-1 
90,17,82,18,37,1 
91,83,0,22,49,1 
92,0,0,62,123,-1 
93,0,111,18,33,1 
94,0,0,52,134,-1 
