nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.12633,0.12552,0.10924,0.03233,0.00408,0.02295,0.03365,0.03510,0.03577
0.01826,0.01837,0.01604,0.00490,0.00104,0.00492,0.00699,0.00699,0.00697
0.00185,0.00197,0.00176,0.00057,0.00016,0.00060,0.00082,0.00088,0.00085
