nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.04696,0.04637,0.03917,0.01014,0.00001,0.00000,0.00000,0.00000,0.00000
0.00788,0.00801,0.00656,0.00151,0.00000,0.00000,0.00000,0.00000,0.00000
0.00074,0.00061,0.00051,0.00011,0.00000,0.00000,0.00000,0.00000,0.00000
0.00002,0.00000,0.00002,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
