nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.03321,0.03273,0.02722,0.00624,0.00000,0.00000,0.00000,0.00000,0.00000
0.00280,0.00291,0.00233,0.00054,0.00000,0.00000,0.00000,0.00000,0.00000
0.00018,0.00011,0.00010,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000
