nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.50989,0.51516,0.58564,0.88847,0.99793,0.99826,0.99804,0.99776,0.99794
0.51593,0.52347,0.59126,0.88994,0.99775,0.99809,0.99772,0.99750,0.99779
0.52085,0.52981,0.59213,0.89329,0.99765,0.99773,0.99739,0.99737,0.99736
