nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.16801,0.16620,0.16413,0.15295,0.06739,0.02849,0.02453,0.02466,0.02397
0.10738,0.10592,0.10330,0.08266,0.01809,0.00254,0.00234,0.00216,0.00223
0.07600,0.07598,0.07339,0.05658,0.00720,0.00042,0.00015,0.00022,0.00020
0.06090,0.06063,0.05860,0.04338,0.00398,0.00004,0.00004,0.00002,0.00005
0.05406,0.05293,0.05148,0.03734,0.00340,0.00004,0.00002,0.00000,0.00001
