nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.00935,0.00980,0.01105,0.01426,0.05305,0.17353,0.16663,0.16681,0.16673
0.00114,0.00114,0.00207,0.00618,0.02251,0.05676,0.05121,0.05014,0.04995
0.00031,0.00036,0.00108,0.00356,0.00946,0.01986,0.01610,0.01543,0.01609
