nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.50294,0.50462,0.56422,0.81337,0.74875,0.08685,0.01828,0.01456,0.01442
0.50311,0.50740,0.56173,0.81565,0.74875,0.08800,0.02005,0.01512,0.01542
0.50363,0.50804,0.56140,0.81507,0.74938,0.08490,0.01862,0.01449,0.01392
