nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.01435,0.01393,0.01329,0.00699,0.00149,0.00154,0.00122,0.00124,0.00132
0.00848,0.00845,0.00810,0.00353,0.00042,0.00020,0.00004,0.00005,0.00007
0.00709,0.00696,0.00598,0.00261,0.00017,0.00001,0.00000,0.00000,0.00000
0.00640,0.00600,0.00521,0.00210,0.00006,0.00000,0.00000,0.00000,0.00000
0.00581,0.00482,0.00417,0.00166,0.00001,0.00000,0.00000,0.00000,0.00000
