nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.51716,0.52023,0.58797,0.88649,0.99325,0.98353,0.97920,0.97803,0.97870
0.50883,0.51852,0.58631,0.88504,0.99287,0.98160,0.97601,0.97554,0.97562
0.51289,0.51749,0.58253,0.88377,0.99226,0.97993,0.97302,0.97409,0.97371
0.50706,0.51397,0.58485,0.88089,0.99174,0.97912,0.97364,0.97214,0.97311
0.50812,0.51510,0.58217,0.88158,0.99111,0.97873,0.97220,0.97216,0.97182
