nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.01019,0.00990,0.01448,0.03481,0.12126,0.14228,0.12958,0.12995,0.12859
0.00108,0.00129,0.00349,0.01354,0.04467,0.03861,0.03164,0.03150,0.03195
0.00030,0.00035,0.00186,0.00672,0.01756,0.01216,0.00866,0.00832,0.00875
0.00010,0.00033,0.00094,0.00352,0.00754,0.00474,0.00271,0.00265,0.00323
0.00016,0.00018,0.00058,0.00213,0.00372,0.00167,0.00129,0.00128,0.00115
