nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.51076,0.51223,0.54867,0.70383,0.48473,0.15731,0.13244,0.13232,0.13085
0.49678,0.50147,0.53991,0.68165,0.40830,0.05424,0.03448,0.03388,0.03465
0.49706,0.49921,0.53515,0.67300,0.37755,0.02713,0.01159,0.01073,0.01092
0.49569,0.50245,0.53292,0.66843,0.36573,0.01951,0.00538,0.00474,0.00537
0.49727,0.50000,0.53625,0.66465,0.35457,0.01571,0.00387,0.00362,0.00333
