nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.50473,0.51539,0.57739,0.87278,0.99389,0.99851,0.99900,0.99922,0.99924
0.51222,0.51862,0.58411,0.87707,0.99414,0.99859,0.99898,0.99907,0.99904
0.51582,0.52110,0.58601,0.87700,0.99376,0.99816,0.99893,0.99906,0.99904
0.52012,0.52695,0.58882,0.87636,0.99349,0.99834,0.99902,0.99886,0.99893
0.52625,0.53291,0.59191,0.87722,0.99316,0.99825,0.99900,0.99895,0.99900
