nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.05599,0.05650,0.04762,0.01469,0.00025,0.00005,0.00007,0.00008,0.00004
0.02178,0.02134,0.01810,0.00549,0.00002,0.00000,0.00000,0.00000,0.00000
0.00911,0.00898,0.00779,0.00194,0.00000,0.00000,0.00000,0.00000,0.00001
