nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.54232,0.55040,0.61270,0.89041,0.99267,0.97149,0.95700,0.95512,0.95380
0.51723,0.52593,0.59007,0.88425,0.99138,0.96690,0.95109,0.94709,0.94796
0.51163,0.52137,0.58336,0.88000,0.99123,0.96476,0.94773,0.94316,0.94313
