resource, consumer1, toxin, environment
48, 0, 115, -1
16, 95, 52, 1
53, 0, 125, -1
40, 100, 43, 1
56, 0, 124, -1
56, 0, 137, -1
27, 20, 116, -1
29, 15, 110, -1
14, 122, 37, 1
59, 0, 125, -1
28, 10, 104, -1
49, 0, 126, -1
49, 0, 129, -1
19, 120, 39, 1
51, 0, 120, -1
16, 77, 72, 1
24, 109, 51, 1
9, 122, 52, 1
20, 109, 47, 1
15, 123, 54, 1
21, 13, 105, -1
40, 0, 141, -1
51, 0, 122, -1
43, 0, 123, -1
24, 95, 57, 1
46, 0, 116, -1
35, 7, 103, -1
34, 5, 113, -1
57, 0, 126, -1
41, 0, 126, -1
28, 110, 48, 1
54, 0, 130, -1
30, 25, 117, -1
21, 123, 64, 1
46, 0, 139, -1
19, 90, 57, 1
35, 71, 70, 1
29, 1, 111, -1
18, 85, 56, 1
23, 87, 43, 1
198, 0, 130, 1
22, 123, 56, 1
51, 0, 124, -1
25, 139, 49, 1
30, 92, 59, 1
17, 127, 50, 1
23, 109, 53, 1
17, 123, 42, 1
21, 118, 55, 1
39, 0, 132, -1
41, 0, 135, -1
21, 100, 56, 1
19, 11, 97, -1
50, 0, 102, -1
189, 0, 127, 1
55, 0, 129, -1
54, 0, 124, -1
27, 84, 66, 1
16, 123, 49, 1
19, 80, 48, 1
64, 0, 125, -1
21, 37, 103, -1
21, 113, 50, 1
24, 86, 62, 1
42, 0, 133, -1
34, 10, 115, -1
37, 1, 145, -1
13, 102, 56, 1
25, 88, 59, 1
27, 16, 115, -1
56, 0, 125, -1
46, 0, 141, -1
199, 0, 142, 1
19, 11, 109, -1
25, 103, 51, 1
19, 119, 49, 1
21, 111, 76, 1
22, 13, 113, -1
23, 109, 61, 1
21, 94, 45, 1
51, 0, 127, -1
24, 128, 47, 1
50, 0, 132, -1
27, 130, 55, 1
9, 109, 58, 1
41, 0, 128, -1
51, 0, 130, -1
53, 0, 115, -1
45, 0, 119, -1
46, 0, 111, -1
44, 0, 118, -1
59, 0, 119, -1
26, 10, 108, -1
13, 121, 49, 1
23, 118, 36, 1
27, 103, 53, 1
21, 92, 68, 1
25, 106, 47, 1
63, 0, 124, -1
27, 93, 56, 1
19, 128, 38, 1
51, 0, 133, -1
22, 18, 112, -1
21, 139, 51, 1
59, 0, 112, -1
47, 6, 109, -1
