resource, consumer1, toxin, environment
38, 16, 120, 1
9, 32, 72, -1
15, 59, 75, -1
93, 16, 115, 1
48, 67, 69, 1
24, 14, 119, -1
14, 19, 86, -1
32, 42, 77, -1
7, 49, 71, -1
12, 37, 73, -1
131, 0, 107, -1
46, 29, 97, 1
58, 3, 113, 1
39, 9, 92, 1
40, 84, 57, 1
22, 13, 114, -1
15, 60, 68, 1
23, 18, 88, -1
14, 81, 85, -1
28, 70, 94, 1
28, 86, 67, 1
23, 98, 53, 1
14, 24, 95, -1
4, 64, 52, -1
28, 55, 65, 1
37, 73, 68, -1
13, 17, 102, -1
18, 31, 89, -1
19, 106, 54, 1
4, 74, 58, -1
16, 64, 79, -1
27, 17, 116, -1
29, 83, 51, -1
29, 69, 72, 1
16, 61, 87, -1
23, 18, 96, 1
8, 116, 70, -1
15, 123, 39, 1
17, 99, 69, 1
8, 65, 64, 1
9, 116, 67, -1
31, 24, 100, -1
22, 98, 92, 1
58, 39, 103, -1
24, 101, 48, 1
42, 0, 137, -1
15, 104, 56, 1
22, 58, 87, -1
24, 43, 59, 1
23, 95, 71, 1
20, 19, 86, -1
43, 60, 84, 1
6, 57, 60, -1
53, 54, 82, 1
3, 89, 59, -1
13, 103, 62, -1
50, 0, 121, -1
37, 22, 103, 1
28, 71, 68, 1
10, 25, 87, -1
28, 78, 85, 1
18, 24, 80, 1
5, 39, 77, -1
22, 89, 54, 1
26, 117, 65, 1
5, 104, 45, -1
92, 43, 90, 1
21, 21, 103, -1
27, 3, 100, -1
21, 88, 46, 1
22, 60, 113, -1
40, 88, 82, 1
168, 0, 117, 1
19, 82, 102, 1
55, 0, 128, -1
20, 84, 66, 1
26, 78, 59, 1
18, 15, 89, -1
185, 0, 113, 1
29, 129, 46, 1
20, 77, 65, -1
31, 15, 103, 1
44, 77, 62, 1
47, 16, 93, 1
72, 0, 118, -1
63, 17, 111, 1
43, 58, 87, 1
7, 20, 94, -1
10, 43, 70, 1
55, 2, 92, -1
41, 31, 71, 1
11, 52, 56, -1
20, 128, 47, 1
21, 13, 86, -1
23, 80, 58, 1
13, 13, 99, -1
9, 18, 102, -1
42, 34, 95, 1
18, 37, 70, -1
1, 91, 57, -1
28, 45, 80, -1
16, 20, 98, -1
44, 40, 81, 1
26, 85, 71, 1
6, 67, 72, -1
22, 45, 60, 1
14, 59, 77, 1
23, 110, 52, 1
58, 37, 98, 1
6, 35, 86, -1
30, 73, 104, -1
14, 19, 98, -1
23, 18, 82, -1
49, 98, 93, 1
66, 22, 88, 1
31, 53, 67, 1
29, 28, 72, 1
37, 12, 86, 1
58, 6, 89, -1
70, 0, 129, 1
16, 111, 55, 1
33, 57, 65, 1
89, 22, 112, 1
183, 0, 132, 1
21, 7, 115, -1
26, 102, 64, 1
30, 11, 123, 1
80, 0, 114, -1
111, 13, 114, 1
12, 37, 88, -1
8, 83, 46, -1
30, 88, 51, 1
14, 36, 87, -1
98, 32, 125, 1
53, 36, 98, 1
28, 2, 95, -1
56, 48, 104, 1
18, 45, 53, -1
31, 33, 76, -1
13, 31, 88, -1
22, 70, 69, -1
13, 35, 66, -1
133, 0, 138, 1
24, 83, 63, 1
14, 22, 88, -1
36, 47, 94, 1
8, 122, 60, 1
28, 8, 123, -1
95, 0, 122, 1
20, 76, 68, 1
139, 0, 122, 1
41, 76, 81, 1
9, 34, 90, -1
19, 35, 101, -1
24, 84, 59, -1
35, 65, 77, 1
23, 119, 41, 1
45, 33, 86, 1
17, 101, 58, 1
12, 106, 51, 1
7, 30, 80, -1
40, 52, 105, 1
41, 39, 77, 1
40, 71, 112, -1
5, 70, 51, -1
13, 21, 85, -1
102, 0, 144, -1
16, 13, 106, -1
166, 0, 131, 1
10, 25, 94, -1
51, 19, 95, 1
28, 5, 112, -1
29, 107, 61, 1
158, 0, 132, 1
36, 63, 57, 1
58, 53, 113, 1
23, 12, 110, -1
180, 0, 128, 1
6, 56, 58, -1
25, 52, 53, 1
25, 87, 58, 1
56, 0, 124, -1
58, 40, 122, 1
15, 61, 71, -1
20, 20, 91, 1
7, 52, 87, -1
8, 63, 71, -1
8, 56, 59, -1
23, 35, 118, 1
6, 55, 60, -1
17, 122, 47, 1
72, 35, 100, 1
13, 27, 97, -1
29, 59, 84, 1
13, 26, 94, -1
149, 0, 127, 1
33, 79, 80, 1
147, 0, 133, 1
77, 15, 122, 1
19, 24, 102, -1
178, 0, 118, 1
51, 56, 99, 1
11, 48, 73, -1
16, 55, 72, 1
32, 54, 82, 1
13, 28, 83, -1
31, 115, 74, 1
27, 120, 51, 1
14, 58, 73, -1
61, 38, 108, 1
27, 48, 102, -1
27, 18, 98, -1
27, 91, 68, 1
18, 22, 101, -1
10, 30, 86, -1
6, 45, 98, -1
22, 113, 64, 1
13, 26, 90, -1
16, 99, 85, 1
19, 34, 105, -1
28, 71, 73, -1
14, 42, 73, -1
31, 31, 68, 1
23, 6, 80, 1
16, 88, 66, -1
17, 99, 43, -1
28, 89, 79, 1
63, 61, 98, 1
14, 61, 70, -1
200, 0, 104, 1
20, 86, 44, 1
4, 57, 67, -1
117, 0, 99, 1
85, 0, 121, 1
36, 85, 57, 1
9, 48, 87, -1
23, 88, 58, 1
8, 82, 59, -1
11, 39, 82, -1
8, 72, 69, -1
13, 80, 55, 1
15, 98, 56, 1
12, 82, 80, -1
51, 7, 97, 1
35, 50, 92, 1
24, 107, 45, 1
22, 10, 114, 1
36, 14, 92, 1
