resource, consumer1, toxin, environment
41, 0, 109, -1
33, 84, 57, 1
38, 12, 113, -1
46, 0, 130, -1
21, 126, 58, 1
54, 0, 125, -1
52, 0, 121, -1
51, 0, 100, -1
26, 113, 53, 1
65, 0, 128, -1
15, 95, 37, 1
41, 0, 132, -1
34, 0, 117, -1
64, 0, 153, -1
19, 117, 57, 1
46, 0, 126, -1
22, 106, 68, 1
30, 106, 46, 1
21, 113, 44, 1
21, 10, 89, -1
17, 91, 59, 1
24, 104, 57, 1
23, 99, 70, 1
24, 97, 54, 1
52, 0, 128, -1
23, 141, 29, 1
52, 0, 113, -1
30, 70, 58, 1
27, 6, 100, -1
51, 0, 105, -1
33, 5, 104, -1
31, 84, 64, 1
26, 129, 52, 1
34, 20, 119, -1
44, 0, 115, -1
58, 0, 110, -1
53, 0, 124, -1
53, 0, 127, -1
21, 104, 52, 1
11, 182, 40, 1
24, 7, 104, -1
34, 108, 70, 1
25, 122, 50, 1
46, 0, 133, -1
18, 96, 41, 1
29, 98, 52, 1
21, 89, 66, 1
17, 115, 46, 1
51, 0, 138, -1
21, 102, 48, 1
22, 16, 111, -1
28, 85, 61, 1
21, 103, 42, 1
27, 96, 64, 1
14, 115, 48, 1
54, 0, 115, -1
46, 0, 116, -1
22, 70, 55, 1
37, 0, 126, -1
18, 115, 38, 1
23, 13, 136, -1
33, 3, 114, -1
47, 0, 152, -1
20, 153, 37, 1
43, 0, 134, -1
15, 106, 49, 1
65, 0, 133, -1
40, 0, 118, -1
45, 0, 134, -1
53, 0, 107, -1
21, 92, 76, 1
58, 0, 122, -1
24, 99, 45, 1
27, 87, 55, 1
17, 98, 68, 1
50, 0, 130, -1
37, 1, 130, -1
36, 0, 128, -1
41, 0, 140, -1
15, 99, 58, 1
14, 95, 59, 1
12, 132, 29, 1
49, 0, 121, -1
36, 24, 125, -1
53, 0, 110, -1
15, 115, 45, 1
53, 0, 110, -1
53, 0, 130, -1
33, 88, 57, 1
26, 15, 95, -1
18, 20, 109, -1
23, 118, 61, 1
12, 123, 46, 1
33, 9, 125, -1
28, 118, 55, 1
57, 0, 127, -1
15, 97, 39, 1
34, 83, 56, 1
29, 4, 116, -1
46, 0, 113, -1
23, 12, 96, -1
45, 0, 108, -1
20, 8, 90, -1
13, 107, 66, 1
24, 96, 67, 1
57, 0, 116, -1
12, 116, 53, 1
14, 112, 53, 1
28, 8, 118, -1
22, 4, 127, -1
40, 0, 126, -1
47, 0, 135, -1
24, 117, 67, 1
17, 120, 55, 1
44, 0, 114, -1
28, 96, 46, 1
19, 119, 45, 1
45, 0, 130, -1
48, 0, 117, -1
26, 70, 67, 1
43, 0, 116, -1
25, 96, 39, 1
15, 132, 41, 1
21, 96, 56, 1
23, 21, 99, -1
40, 0, 130, -1
21, 97, 53, 1
19, 122, 59, 1
39, 0, 130, -1
19, 103, 58, 1
25, 95, 57, 1
44, 0, 130, -1
24, 92, 58, 1
53, 0, 135, -1
29, 133, 49, 1
20, 104, 60, 1
47, 0, 126, -1
18, 122, 47, 1
20, 112, 42, 1
19, 119, 71, 1
17, 107, 45, 1
43, 0, 123, -1
16, 105, 51, 1
61, 0, 142, -1
60, 0, 115, -1
49, 0, 125, -1
20, 90, 58, 1
23, 98, 49, 1
16, 113, 47, 1
12, 94, 44, 1
13, 78, 50, 1
19, 113, 49, 1
65, 0, 106, -1
17, 4, 114, -1
19, 102, 49, 1
13, 139, 35, 1
9, 18, 90, -1
12, 114, 59, 1
18, 103, 57, 1
15, 21, 107, -1
17, 77, 56, 1
25, 16, 140, -1
15, 125, 53, 1
20, 18, 98, -1
50, 0, 135, -1
16, 15, 110, -1
15, 107, 58, 1
15, 6, 112, -1
38, 0, 126, -1
49, 0, 127, -1
13, 9, 106, -1
35, 69, 53, 1
22, 109, 55, 1
22, 112, 67, 1
42, 3, 105, -1
36, 13, 132, -1
12, 89, 64, 1
13, 122, 48, 1
54, 0, 115, -1
49, 0, 122, -1
42, 10, 137, -1
62, 0, 115, -1
22, 120, 53, 1
23, 115, 53, 1
51, 0, 111, -1
52, 0, 142, -1
59, 0, 123, -1
39, 108, 52, 1
30, 104, 59, 1
47, 0, 128, -1
22, 96, 46, 1
35, 7, 132, -1
33, 26, 88, -1
42, 0, 117, -1
59, 0, 115, -1
22, 109, 49, 1
21, 26, 116, -1
15, 93, 57, 1
48, 0, 133, -1
34, 93, 57, 1
45, 0, 109, -1
23, 80, 67, 1
19, 99, 50, 1
61, 0, 137, -1
23, 113, 39, 1
13, 141, 66, 1
14, 107, 45, 1
25, 3, 126, -1
56, 0, 138, -1
28, 85, 54, 1
26, 11, 110, -1
37, 9, 115, -1
48, 0, 141, -1
31, 81, 65, 1
30, 83, 52, 1
41, 0, 121, -1
17, 22, 116, -1
35, 18, 119, -1
25, 81, 62, 1
52, 0, 118, -1
19, 92, 61, 1
40, 0, 123, -1
40, 0, 113, -1
17, 95, 55, 1
48, 0, 127, -1
19, 104, 48, 1
49, 0, 116, -1
47, 0, 120, -1
18, 74, 45, 1
23, 101, 44, 1
70, 0, 143, -1
46, 0, 131, -1
20, 115, 56, 1
55, 0, 122, -1
23, 130, 63, 1
26, 21, 116, -1
14, 141, 41, 1
14, 120, 55, 1
18, 109, 39, 1
55, 0, 111, -1
46, 0, 122, -1
22, 105, 43, 1
50, 0, 125, -1
24, 6, 104, -1
24, 120, 64, 1
31, 9, 109, -1
28, 98, 53, 1
18, 120, 43, 1
52, 0, 127, -1
54, 0, 123, -1
11, 108, 47, 1
25, 9, 111, -1
17, 7, 109, -1
26, 108, 53, 1
32, 0, 139, -1
16, 87, 46, 1
26, 121, 57, 1
23, 17, 125, -1
27, 8, 106, -1
16, 93, 53, 1
22, 6, 120, -1
44, 0, 119, -1
51, 0, 152, -1
17, 112, 56, 1
17, 91, 47, 1
57, 0, 127, -1
16, 20, 94, -1
55, 0, 113, -1
18, 108, 49, 1
27, 92, 65, 1
29, 5, 141, -1
23, 110, 56, 1
29, 104, 72, 1
61, 0, 126, -1
28, 88, 55, 1
24, 111, 49, 1
31, 92, 70, 1
30, 114, 59, 1
15, 132, 53, 1
46, 0, 144, -1
20, 102, 59, 1
41, 0, 121, -1
10, 83, 55, 1
48, 0, 127, -1
42, 0, 121, -1
45, 0, 151, -1
15, 91, 37, 1
20, 88, 54, 1
40, 8, 135, -1
21, 10, 114, -1
39, 0, 106, -1
31, 3, 111, -1
51, 0, 107, -1
23, 7, 111, -1
52, 0, 122, -1
13, 133, 41, 1
48, 0, 110, -1
45, 0, 123, -1
25, 100, 64, 1
22, 113, 60, 1
19, 95, 75, 1
20, 138, 36, 1
63, 0, 141, -1
8, 123, 54, 1
52, 0, 132, -1
41, 0, 132, -1
33, 84, 59, 1
14, 133, 46, 1
17, 114, 47, 1
31, 92, 49, 1
46, 0, 130, -1
21, 16, 118, -1
28, 10, 100, -1
12, 89, 67, 1
61, 0, 134, -1
29, 19, 96, -1
26, 118, 61, 1
34, 88, 63, 1
34, 9, 93, -1
32, 119, 62, 1
23, 87, 57, 1
24, 112, 46, 1
53, 0, 139, -1
59, 0, 137, -1
19, 84, 57, 1
19, 17, 126, -1
24, 133, 38, 1
36, 6, 140, -1
41, 4, 148, -1
27, 3, 119, -1
17, 119, 56, 1
50, 0, 125, -1
33, 5, 120, -1
40, 0, 133, -1
48, 0, 119, -1
42, 0, 119, -1
21, 108, 43, 1
22, 82, 49, 1
19, 100, 63, 1
22, 89, 61, 1
62, 0, 114, -1
47, 0, 121, -1
31, 90, 69, 1
18, 136, 50, 1
45, 9, 136, -1
20, 111, 39, 1
15, 121, 45, 1
21, 12, 132, -1
52, 0, 123, -1
13, 106, 51, 1
21, 118, 44, 1
24, 96, 68, 1
17, 89, 69, 1
49, 0, 138, -1
15, 133, 51, 1
22, 14, 101, -1
51, 0, 110, -1
49, 0, 122, -1
16, 118, 36, 1
15, 132, 58, 1
19, 75, 61, 1
15, 119, 57, 1
24, 92, 54, 1
31, 15, 95, -1
45, 0, 111, -1
20, 111, 54, 1
56, 0, 113, -1
21, 123, 59, 1
51, 0, 127, -1
42, 5, 114, -1
35, 0, 118, -1
49, 0, 134, -1
17, 93, 55, 1
57, 0, 127, -1
20, 93, 42, 1
30, 20, 95, -1
28, 92, 45, 1
50, 0, 114, -1
16, 115, 50, 1
10, 25, 133, -1
54, 0, 124, -1
25, 106, 63, 1
48, 0, 96, -1
23, 99, 64, 1
50, 0, 113, -1
44, 0, 126, -1
20, 110, 71, 1
58, 0, 134, -1
47, 0, 129, -1
25, 113, 45, 1
56, 0, 116, -1
39, 0, 126, -1
23, 12, 108, -1
27, 109, 53, 1
60, 0, 110, -1
46, 0, 122, -1
39, 1, 142, -1
49, 0, 122, -1
57, 0, 125, -1
36, 11, 103, -1
47, 0, 125, -1
56, 0, 129, -1
33, 6, 128, -1
58, 0, 123, -1
14, 119, 46, 1
17, 110, 49, 1
10, 107, 51, 1
45, 0, 109, -1
22, 121, 62, 1
47, 0, 101, -1
50, 0, 129, -1
47, 0, 115, -1
56, 0, 133, -1
15, 113, 49, 1
49, 0, 120, -1
41, 0, 108, -1
13, 120, 39, 1
21, 117, 54, 1
38, 0, 114, -1
23, 127, 42, 1
47, 0, 139, -1
45, 0, 127, -1
25, 105, 34, 1
44, 0, 126, -1
14, 98, 44, 1
56, 0, 114, -1
15, 94, 65, 1
15, 79, 67, 1
31, 83, 74, 1
21, 87, 46, 1
55, 0, 121, -1
29, 4, 104, -1
43, 0, 107, -1
51, 0, 124, -1
41, 0, 120, -1
48, 0, 126, -1
17, 31, 89, -1
28, 8, 115, -1
16, 99, 50, 1
24, 86, 58, 1
15, 109, 58, 1
34, 11, 99, -1
21, 84, 58, 1
25, 94, 54, 1
27, 93, 70, 1
23, 90, 56, 1
53, 0, 125, -1
44, 4, 123, -1
56, 0, 139, -1
47, 0, 119, -1
21, 128, 56, 1
33, 88, 51, 1
17, 102, 68, 1
19, 90, 72, 1
20, 129, 47, 1
42, 0, 131, -1
21, 102, 61, 1
53, 0, 132, -1
21, 125, 56, 1
23, 103, 64, 1
23, 5, 124, -1
43, 0, 119, -1
17, 106, 52, 1
44, 0, 125, -1
20, 101, 62, 1
40, 0, 130, -1
18, 107, 67, 1
24, 95, 58, 1
12, 130, 50, 1
12, 20, 86, -1
64, 0, 136, -1
38, 75, 80, 1
47, 0, 129, -1
21, 107, 44, 1
62, 0, 126, -1
28, 101, 61, 1
14, 116, 37, 1
26, 118, 76, 1
29, 21, 120, -1
21, 141, 48, 1
19, 85, 80, 1
54, 0, 122, -1
25, 103, 51, 1
50, 0, 121, -1
51, 0, 163, -1
39, 0, 137, -1
51, 0, 121, -1
23, 81, 60, 1
16, 88, 44, 1
42, 0, 107, -1
24, 100, 53, 1
22, 98, 45, 1
19, 76, 69, 1
47, 0, 120, -1
18, 112, 47, 1
24, 106, 57, 1
60, 0, 111, -1
26, 128, 57, 1
42, 0, 122, -1
28, 13, 82, -1
49, 0, 105, -1
16, 128, 55, 1
60, 0, 136, -1
56, 0, 132, -1
17, 97, 56, 1
22, 75, 74, 1
17, 137, 40, 1
61, 0, 100, -1
46, 0, 112, -1
15, 124, 51, 1
25, 86, 42, 1
23, 85, 40, 1
31, 101, 61, 1
47, 0, 132, -1
52, 0, 121, -1
28, 114, 57, 1
31, 101, 63, 1
46, 0, 120, -1
18, 103, 44, 1
14, 112, 37, 1
52, 0, 109, -1
24, 125, 49, 1
55, 0, 129, -1
14, 105, 46, 1
27, 89, 70, 1
42, 0, 117, -1
49, 0, 133, -1
19, 145, 40, 1
34, 13, 123, -1
20, 121, 47, 1
50, 0, 138, -1
17, 114, 51, 1
55, 0, 116, -1
58, 0, 120, -1
19, 106, 58, 1
35, 4, 118, -1
19, 80, 52, 1
23, 92, 69, 1
48, 0, 127, -1
23, 116, 41, 1
16, 119, 59, 1
17, 104, 69, 1
14, 124, 52, 1
52, 0, 99, -1
15, 116, 52, 1
19, 126, 40, 1
49, 0, 124, -1
53, 0, 114, -1
51, 0, 133, -1
60, 0, 120, -1
41, 0, 126, -1
47, 0, 128, -1
19, 132, 42, 1
45, 0, 132, -1
22, 131, 53, 1
20, 87, 61, 1
51, 1, 114, -1
50, 0, 112, -1
50, 0, 120, -1
42, 0, 160, -1
20, 112, 57, 1
19, 127, 46, 1
23, 149, 45, 1
24, 107, 44, 1
20, 99, 55, 1
29, 3, 105, -1
50, 0, 143, -1
49, 0, 123, -1
27, 109, 65, 1
14, 110, 41, 1
20, 121, 48, 1
27, 95, 49, 1
47, 0, 144, -1
60, 0, 92, -1
58, 0, 130, -1
46, 0, 127, -1
57, 0, 124, -1
30, 16, 118, -1
23, 127, 34, 1
21, 109, 53, 1
23, 87, 55, 1
27, 92, 49, 1
53, 0, 120, -1
12, 129, 48, 1
22, 106, 46, 1
28, 96, 50, 1
42, 2, 126, -1
21, 86, 64, 1
44, 0, 110, -1
15, 100, 41, 1
59, 0, 127, -1
22, 126, 44, 1
15, 99, 57, 1
47, 0, 127, -1
35, 10, 106, -1
13, 97, 65, 1
22, 129, 42, 1
19, 122, 45, 1
23, 14, 99, -1
24, 113, 55, 1
25, 98, 56, 1
22, 117, 45, 1
19, 108, 41, 1
21, 93, 54, 1
30, 62, 68, 1
29, 4, 116, -1
66, 0, 122, -1
46, 0, 120, -1
45, 0, 110, -1
17, 15, 105, -1
17, 118, 53, 1
54, 0, 130, -1
20, 78, 62, 1
48, 0, 109, -1
28, 10, 106, -1
24, 101, 50, 1
20, 140, 36, 1
48, 0, 125, -1
17, 109, 39, 1
52, 0, 138, -1
12, 95, 34, 1
21, 110, 68, 1
56, 0, 129, -1
36, 0, 133, -1
23, 89, 56, 1
21, 132, 50, 1
22, 110, 49, 1
13, 135, 37, 1
55, 0, 110, -1
51, 0, 129, -1
39, 0, 135, -1
24, 98, 48, 1
45, 0, 123, -1
12, 101, 52, 1
23, 90, 70, 1
21, 12, 119, -1
58, 0, 125, -1
20, 13, 124, -1
21, 104, 58, 1
53, 0, 125, -1
18, 114, 57, 1
21, 122, 45, 1
28, 90, 65, 1
18, 89, 60, 1
16, 107, 49, 1
47, 0, 99, -1
21, 134, 54, 1
15, 65, 73, 1
42, 0, 130, -1
45, 0, 123, -1
49, 0, 103, -1
54, 0, 110, -1
28, 97, 52, 1
23, 99, 60, 1
20, 138, 47, 1
18, 7, 105, -1
53, 0, 130, -1
24, 81, 69, 1
14, 27, 94, -1
52, 0, 107, -1
23, 75, 70, 1
18, 116, 54, 1
28, 112, 49, 1
63, 0, 122, -1
39, 0, 131, -1
43, 0, 122, -1
19, 118, 44, 1
26, 112, 63, 1
23, 76, 57, 1
40, 6, 111, -1
23, 103, 38, 1
17, 115, 52, 1
43, 0, 112, -1
20, 108, 58, 1
23, 104, 54, 1
19, 110, 49, 1
34, 86, 61, 1
53, 0, 129, -1
13, 135, 46, 1
45, 0, 97, -1
29, 82, 50, 1
52, 0, 119, -1
51, 0, 109, -1
42, 0, 114, -1
21, 107, 53, 1
47, 0, 119, -1
47, 0, 127, -1
24, 104, 53, 1
31, 78, 55, 1
24, 112, 61, 1
31, 0, 104, -1
42, 0, 140, -1
50, 0, 134, -1
45, 0, 126, -1
44, 0, 136, -1
44, 0, 125, -1
16, 103, 51, 1
17, 13, 111, -1
51, 0, 137, -1
58, 0, 133, -1
61, 0, 105, -1
26, 7, 109, -1
16, 108, 53, 1
30, 9, 107, -1
12, 92, 57, 1
41, 0, 133, -1
18, 119, 49, 1
48, 0, 137, -1
27, 122, 51, 1
44, 0, 132, -1
22, 110, 54, 1
49, 0, 126, -1
20, 92, 48, 1
27, 23, 119, -1
20, 117, 37, 1
28, 116, 50, 1
22, 14, 122, -1
50, 0, 110, -1
46, 0, 152, -1
51, 0, 120, -1
15, 128, 54, 1
50, 0, 123, -1
55, 0, 142, -1
27, 100, 43, 1
23, 89, 54, 1
51, 0, 116, -1
55, 0, 124, -1
18, 93, 53, 1
14, 129, 46, 1
18, 125, 46, 1
40, 0, 135, -1
21, 136, 52, 1
17, 117, 58, 1
32, 106, 48, 1
53, 0, 135, -1
19, 91, 69, 1
46, 0, 110, -1
14, 134, 47, 1
26, 108, 55, 1
12, 134, 41, 1
16, 99, 67, 1
27, 7, 115, -1
18, 110, 42, 1
66, 0, 142, -1
18, 124, 45, 1
29, 5, 107, -1
57, 0, 139, -1
53, 0, 106, -1
23, 13, 93, -1
18, 129, 41, 1
17, 125, 73, 1
48, 0, 130, -1
21, 95, 50, 1
54, 0, 131, -1
49, 0, 125, -1
42, 0, 127, -1
49, 0, 127, -1
25, 108, 49, 1
26, 105, 51, 1
50, 0, 123, -1
29, 14, 85, -1
17, 131, 42, 1
44, 0, 127, -1
26, 93, 47, 1
55, 0, 113, -1
17, 133, 57, 1
18, 110, 45, 1
18, 103, 43, 1
51, 0, 111, -1
53, 0, 130, -1
49, 0, 137, -1
29, 86, 67, 1
58, 0, 122, -1
24, 79, 63, 1
60, 0, 134, -1
13, 116, 55, 1
48, 0, 134, -1
27, 68, 67, 1
20, 15, 102, -1
48, 0, 111, -1
28, 8, 100, -1
22, 105, 53, 1
47, 0, 126, -1
29, 96, 58, 1
30, 12, 118, -1
46, 0, 123, -1
35, 9, 105, -1
40, 7, 111, -1
20, 110, 62, 1
46, 0, 126, -1
45, 0, 120, -1
19, 123, 46, 1
51, 0, 121, -1
54, 0, 111, -1
17, 92, 57, 1
24, 6, 108, -1
34, 0, 126, -1
28, 106, 54, 1
26, 102, 64, 1
20, 102, 53, 1
28, 84, 68, 1
13, 136, 44, 1
49, 0, 121, -1
45, 0, 125, -1
20, 84, 81, 1
59, 0, 134, -1
44, 0, 131, -1
23, 93, 68, 1
23, 109, 53, 1
22, 99, 48, 1
41, 0, 103, -1
61, 0, 119, -1
19, 124, 53, 1
13, 132, 33, 1
21, 86, 47, 1
47, 0, 126, -1
51, 0, 122, -1
23, 15, 112, -1
16, 18, 98, -1
