nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.05277,0.05204,0.04795,0.01994,0.00754,0.01998,0.02195,0.02288,0.02331
