nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.40474,0.40969,0.40385,0.39085,0.37036,0.36234,0.36089,0.35968,0.36079
0.13556,0.13812,0.13291,0.12220,0.10706,0.10084,0.10107,0.10082,0.10371
0.03625,0.03533,0.03515,0.02879,0.02284,0.02135,0.02169,0.02066,0.02089
0.00959,0.00971,0.00925,0.00637,0.00532,0.00461,0.00469,0.00454,0.00486
0.00299,0.00303,0.00285,0.00197,0.00133,0.00121,0.00093,0.00110,0.00114
