nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.79494,0.79881,0.82606,0.95102,0.99897,0.99976,0.99968,0.99965,0.99960
0.80768,0.80974,0.83683,0.95312,0.99890,0.99972,0.99968,0.99968,0.99963
0.80990,0.81232,0.83529,0.95519,0.99894,0.99963,0.99960,0.99964,0.99964
