nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.81616,0.81926,0.84407,0.95569,0.99903,0.99976,0.99968,0.99966,0.99960
0.80955,0.81148,0.83858,0.95345,0.99890,0.99972,0.99968,0.99968,0.99963
0.80997,0.81239,0.83535,0.95520,0.99894,0.99963,0.99960,0.99964,0.99964
