1.597628220455402648e+00,1.616699059577196174e+00,1.691079127557627793e+00,1.719561943165234030e+00,1.558617816296917091e+00,1.466933460802287037e+00,1.468307777876182829e+00,1.472615695684526438e+00,1.422161428426756524e+00
1.393624825821807800e+00,1.498417039874242018e+00,1.491903314694765337e+00,1.337167752645090912e+00,1.147459245187222088e+00,1.169016351828931821e+00,1.089433098448666426e+00,1.184042390767336084e+00,1.185116476621178139e+00
1.907374392968771870e+00,1.848007856071313793e+00,1.874480247652060338e+00,2.094495378483039794e+00,1.803503882101618716e+00,1.649021650655965843e+00,1.594694268168484586e+00,1.677774950186878611e+00,1.615985776711267308e+00
1.154445583633251005e+00,1.153894116431422034e+00,1.319870003378232903e+00,1.246375437151272747e+00,1.158098026381464196e+00,1.102453589728995542e+00,1.161497457920445342e+00,1.038816301754979188e+00,1.057750781072329449e+00
1.545349159535229999e+00,1.455641372490484198e+00,1.483858566575385174e+00,1.492027311301262760e+00,1.446741422085938478e+00,1.291991003592070308e+00,1.202435780533598342e+00,1.164541078670329410e+00,1.213427888743180416e+00
1.329141806834905903e+00,1.819736490502297022e+00,1.679823774969284589e+00,1.506379617577406016e+00,1.354450624150595361e+00,1.256559722169419357e+00,1.253595922161171217e+00,1.222939205695332543e+00,1.294659521673112712e+00
1.962712871708171436e+00,1.904804889927278921e+00,1.917984079428613819e+00,2.090636563833986994e+00,1.959036329135992904e+00,1.811150938671301613e+00,1.725103024466941415e+00,1.610743130568315529e+00,1.794913394309859411e+00
1.925115457557338372e+00,1.800972184015356969e+00,2.052438539596673550e+00,2.205431890781932580e+00,1.923886214619961788e+00,1.765120397112617701e+00,1.847722348212940346e+00,1.715222627230060137e+00,1.838044853094329190e+00
1.188275900777444827e+00,1.105890582420071988e+00,1.182168421841013339e+00,1.289181850840897203e+00,1.061642423324312023e+00,1.012458442116776602e+00,1.052444707446458905e+00,1.010476351577231036e+00,1.001193835438107804e+00
1.049473279749241428e+00,1.050014073116074087e+00,1.064073319819797581e+00,1.056657291262522502e+00,1.013396921008119511e+00,1.006715500788358586e+00,1.012607485716106925e+00,1.005422754508900063e+00,1.008772097484357255e+00
1.489405160066124223e+00,1.537335130897525826e+00,1.490627385543770833e+00,1.650469234072913682e+00,1.469964304702469748e+00,1.308683720262832084e+00,1.372938302617338735e+00,1.405591053599204887e+00,1.238726172191400021e+00
1.137016839153126124e+00,1.140389639002087341e+00,1.155385164930332387e+00,1.214187590756004020e+00,1.090443567415385617e+00,1.052111261268021014e+00,1.114378100175889896e+00,1.068388966360432235e+00,1.079269241965526982e+00
1.553001053398032738e+00,1.560701901646975642e+00,1.533509526935174394e+00,1.624927165424822739e+00,1.567973470125609836e+00,1.443526240468663957e+00,1.370757788255582366e+00,1.395472020752860809e+00,1.396585872576687093e+00
1.309680645031363388e+00,1.366773621181145204e+00,1.402226245655220582e+00,1.358525068083608511e+00,1.267871598903107078e+00,1.220250526689742321e+00,1.305840240723294743e+00,1.260181327056281608e+00,1.297745599290853979e+00
1.337363699611850310e+00,1.288509365010366503e+00,1.429389525707777997e+00,1.542380958583214001e+00,1.425982296265253080e+00,1.240293204427584062e+00,1.331274308252049954e+00,1.178071739636862958e+00,1.203692200541555346e+00
1.948715373753122426e+00,2.131141807551166334e+00,2.167298814823900077e+00,2.042608529219665403e+00,1.951733098267358635e+00,1.828006539986917423e+00,1.618002025312003544e+00,1.729300283571988617e+00,1.628737263707772387e+00
1.294587073061750582e+00,1.223914963229859820e+00,1.143844596491152554e+00,1.003416178259440628e+00,1.080742836159428011e+00,1.033803029414340324e+00,1.009195231338336995e+00,1.016261325856838260e+00,1.008481553431022526e+00
