nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.50520,0.51097,0.56095,0.76687,0.55411,0.12286,0.09993,0.09689,0.09734
0.49823,0.50584,0.55419,0.75629,0.48919,0.03478,0.01985,0.01954,0.01956
0.50324,0.50428,0.55345,0.75095,0.46680,0.01390,0.00447,0.00419,0.00412
