nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.58967,0.59217,0.64278,0.86464,0.95666,0.92530,0.91730,0.91632,0.91630
