nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.07046,0.07067,0.05879,0.01326,0.00000,0.00000,0.00000,0.00000,0.00000
0.01711,0.01531,0.01351,0.00283,0.00000,0.00000,0.00000,0.00000,0.00000
0.00270,0.00235,0.00225,0.00044,0.00000,0.00000,0.00000,0.00000,0.00000
0.00038,0.00040,0.00028,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000
0.00004,0.00007,0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
