time, resource, consumer1, consumer2, toxin, environment
24.073, 15, 11, 19, 84, -1
24.079, 15, 11, 19, 84, 1
24.087, 15, 11, 19, 83, 1
24.114, 16, 11, 19, 83, 1
24.114, 16, 11, 19, 83, -1
24.121, 16, 11, 19, 82, -1
24.167, 17, 11, 19, 82, -1
24.200, 17, 10, 19, 82, -1
24.276, 17, 10, 19, 82, 1
24.286, 17, 10, 19, 82, -1
24.322, 18, 10, 19, 82, -1
24.328, 18, 10, 19, 83, -1
24.355, 18, 10, 20, 83, -1
24.367, 18, 10, 20, 84, -1
24.414, 18, 10, 20, 83, -1
24.451, 19, 10, 20, 83, -1
24.452, 19, 10, 20, 84, -1
24.471, 19, 10, 20, 84, 1
24.476, 18, 10, 20, 84, 1
24.482, 19, 10, 20, 84, 1
24.493, 19, 9, 20, 84, 1
24.499, 19, 9, 20, 84, -1
24.527, 18, 9, 20, 84, -1
24.535, 17, 9, 20, 84, -1
24.547, 17, 9, 20, 85, -1
24.555, 16, 9, 20, 85, -1
24.572, 15, 9, 20, 85, -1
24.577, 16, 9, 20, 85, -1
24.594, 16, 9, 19, 85, -1
24.623, 16, 9, 19, 85, 1
24.635, 15, 9, 19, 85, 1
24.637, 15, 9, 19, 85, -1
24.638, 15, 9, 19, 84, -1
24.676, 16, 9, 19, 84, -1
24.796, 16, 9, 20, 84, -1
24.810, 17, 9, 20, 84, -1
24.812, 17, 9, 20, 83, -1
24.825, 17, 9, 20, 83, 1
24.826, 17, 9, 20, 83, -1
24.828, 17, 9, 21, 83, -1
24.829, 17, 9, 21, 84, -1
24.843, 16, 9, 21, 84, -1
24.862, 17, 9, 21, 84, -1
24.869, 17, 9, 21, 84, 1
24.881, 17, 10, 21, 84, 1
24.893, 17, 10, 20, 84, 1
24.910, 17, 10, 20, 83, 1
24.923, 17, 10, 20, 84, 1
24.938, 17, 10, 20, 85, 1
24.950, 16, 10, 20, 85, 1
24.981, 16, 10, 20, 85, -1
25.039, 16, 10, 20, 85, 1
25.063, 17, 10, 20, 85, 1
25.071, 17, 10, 20, 85, -1
25.073, 17, 10, 20, 86, -1
25.077, 18, 10, 20, 86, -1
25.083, 18, 10, 19, 86, -1
25.099, 18, 10, 19, 86, 1
25.103, 18, 10, 19, 85, 1
25.106, 19, 10, 19, 85, 1
25.121, 20, 10, 19, 85, 1
25.124, 20, 10, 19, 84, 1
25.129, 20, 10, 19, 85, 1
25.158, 21, 10, 19, 85, 1
25.171, 21, 10, 18, 85, 1
25.204, 21, 10, 19, 85, 1
25.206, 22, 10, 19, 85, 1
25.216, 22, 9, 19, 85, 1
25.217, 23, 9, 19, 85, 1
25.232, 23, 9, 19, 86, 1
25.237, 24, 9, 19, 86, 1
25.243, 25, 9, 19, 86, 1
25.291, 25, 9, 19, 85, 1
25.294, 26, 9, 19, 85, 1
25.345, 27, 9, 19, 85, 1
25.345, 27, 9, 19, 84, 1
25.364, 26, 9, 19, 84, 1
25.371, 26, 9, 19, 85, 1
25.379, 26, 9, 19, 86, 1
25.404, 25, 9, 19, 86, 1
25.411, 26, 9, 19, 86, 1
25.414, 27, 9, 19, 86, 1
25.429, 27, 9, 19, 86, -1
25.454, 28, 9, 19, 86, -1
25.479, 28, 9, 19, 86, 1
25.486, 29, 9, 19, 86, 1
25.491, 29, 9, 19, 87, 1
25.501, 28, 9, 19, 87, 1
25.512, 28, 9, 18, 87, 1
25.550, 28, 9, 19, 87, 1
25.577, 28, 9, 19, 87, -1
25.582, 27, 9, 19, 87, -1
25.593, 27, 9, 19, 86, -1
25.616, 27, 9, 19, 85, -1
25.622, 27, 9, 19, 84, -1
25.644, 27, 10, 19, 84, -1
25.686, 27, 10, 19, 83, -1
25.699, 28, 10, 19, 83, -1
25.703, 28, 10, 20, 83, -1
25.703, 27, 10, 20, 83, -1
25.706, 27, 10, 20, 83, 1
25.712, 27, 10, 19, 83, 1
25.730, 27, 10, 19, 82, 1
25.730, 28, 10, 19, 82, 1
25.751, 29, 10, 19, 82, 1
25.752, 29, 10, 19, 81, 1
25.759, 29, 10, 19, 80, 1
25.772, 28, 10, 19, 80, 1
25.774, 29, 10, 19, 80, 1
25.779, 29, 10, 19, 79, 1
25.782, 29, 10, 19, 78, 1
25.807, 30, 10, 19, 78, 1
25.816, 30, 10, 19, 79, 1
25.823, 30, 10, 19, 79, -1
25.833, 30, 10, 19, 80, -1
25.870, 30, 10, 20, 80, -1
25.889, 30, 10, 20, 80, 1
25.919, 31, 10, 20, 80, 1
25.921, 30, 10, 20, 80, 1
25.930, 31, 10, 20, 80, 1
25.936, 32, 10, 20, 80, 1
25.964, 32, 10, 20, 79, 1
26.015, 33, 10, 20, 79, 1
26.052, 32, 10, 20, 79, 1
26.053, 32, 10, 20, 78, 1
26.068, 33, 10, 20, 78, 1
26.070, 34, 10, 20, 78, 1
26.078, 34, 9, 20, 78, 1
26.095, 33, 9, 20, 78, 1
26.107, 33, 9, 20, 79, 1
26.109, 33, 9, 20, 80, 1
26.139, 33, 9, 20, 79, 1
26.146, 34, 9, 20, 79, 1
26.147, 33, 9, 20, 79, 1
26.150, 34, 9, 20, 79, 1
26.171, 33, 9, 20, 79, 1
26.188, 33, 9, 20, 80, 1
26.209, 33, 9, 20, 81, 1
26.216, 33, 9, 20, 80, 1
26.220, 33, 9, 20, 80, -1
26.256, 33, 9, 20, 81, -1
26.264, 33, 9, 20, 81, 1
26.292, 33, 9, 21, 81, 1
26.301, 33, 9, 21, 81, -1
26.311, 33, 9, 21, 81, 1
26.320, 34, 9, 21, 81, 1
26.323, 35, 9, 21, 81, 1
26.338, 35, 9, 21, 82, 1
26.349, 35, 9, 21, 81, 1
26.373, 35, 9, 20, 81, 1
26.375, 35, 9, 20, 80, 1
26.377, 36, 9, 20, 80, 1
26.389, 37, 9, 20, 80, 1
26.391, 37, 9, 21, 80, 1
26.409, 37, 9, 21, 79, 1
26.410, 38, 9, 21, 79, 1
26.419, 38, 9, 21, 78, 1
26.419, 38, 9, 21, 78, -1
26.422, 38, 9, 21, 77, -1
26.425, 38, 9, 21, 76, -1
26.439, 38, 9, 21, 77, -1
26.441, 38, 9, 21, 78, -1
26.447, 38, 9, 22, 78, -1
26.473, 38, 9, 22, 79, -1
26.477, 38, 9, 22, 79, 1
26.498, 38, 9, 23, 79, 1
26.501, 37, 9, 23, 79, 1
26.502, 37, 9, 23, 79, -1
26.503, 37, 9, 23, 80, -1
26.508, 37, 9, 23, 81, -1
26.535, 36, 9, 23, 81, -1
26.616, 35, 9, 23, 81, -1
26.640, 35, 9, 23, 82, -1
26.675, 34, 9, 23, 82, -1
26.675, 34, 9, 23, 81, -1
26.683, 33, 9, 23, 81, -1
26.691, 33, 9, 23, 82, -1
26.693, 34, 9, 23, 82, -1
26.706, 34, 9, 23, 82, 1
26.714, 34, 9, 23, 83, 1
26.744, 35, 9, 23, 83, 1
26.750, 35, 9, 23, 84, 1
26.755, 35, 9, 23, 85, 1
26.758, 35, 9, 23, 84, 1
26.770, 35, 9, 22, 84, 1
26.789, 36, 9, 22, 84, 1
26.800, 37, 9, 22, 84, 1
26.812, 37, 9, 23, 84, 1
26.828, 36, 9, 23, 84, 1
26.837, 36, 9, 23, 84, -1
26.870, 36, 9, 22, 84, -1
26.891, 36, 9, 22, 85, -1
26.913, 36, 9, 23, 85, -1
26.949, 36, 9, 23, 84, -1
26.954, 36, 9, 23, 83, -1
26.955, 35, 9, 23, 83, -1
26.983, 34, 9, 23, 83, -1
26.984, 34, 9, 22, 83, -1
26.999, 34, 9, 23, 83, -1
27.006, 34, 9, 23, 83, 1
27.017, 34, 9, 23, 84, 1
27.036, 33, 9, 23, 84, 1
27.045, 33, 9, 23, 84, -1
27.079, 33, 9, 23, 83, -1
27.081, 33, 9, 23, 82, -1
27.105, 32, 9, 23, 82, -1
27.132, 31, 9, 23, 82, -1
27.158, 31, 9, 23, 81, -1
27.170, 30, 9, 23, 81, -1
27.188, 30, 9, 22, 81, -1
27.204, 30, 9, 22, 81, 1
27.205, 30, 9, 22, 82, 1
27.209, 30, 9, 22, 81, 1
27.213, 31, 9, 22, 81, 1
27.226, 32, 9, 22, 81, 1
27.226, 32, 9, 23, 81, 1
27.259, 33, 9, 23, 81, 1
27.261, 34, 9, 23, 81, 1
27.294, 35, 9, 23, 81, 1
27.296, 35, 9, 23, 82, 1
27.300, 35, 9, 23, 83, 1
27.374, 36, 9, 23, 83, 1
27.376, 35, 9, 23, 83, 1
27.384, 35, 9, 23, 83, -1
27.391, 34, 9, 23, 83, -1
27.398, 34, 9, 23, 83, 1
27.399, 34, 9, 23, 84, 1
27.400, 34, 9, 23, 84, -1
27.402, 33, 9, 23, 84, -1
27.415, 33, 9, 23, 84, 1
27.423, 33, 9, 24, 84, 1
27.427, 33, 9, 24, 85, 1
27.435, 33, 9, 24, 85, -1
27.445, 33, 9, 24, 84, -1
27.449, 33, 9, 24, 84, 1
27.474, 33, 9, 24, 85, 1
27.512, 34, 9, 24, 85, 1
27.515, 33, 9, 24, 85, 1
27.571, 33, 9, 24, 85, -1
27.600, 33, 9, 24, 84, -1
27.602, 32, 9, 24, 84, -1
27.626, 32, 9, 24, 84, 1
27.652, 32, 9, 24, 85, 1
27.654, 32, 9, 24, 84, 1
27.673, 32, 9, 24, 83, 1
27.677, 32, 9, 24, 83, -1
27.684, 33, 9, 24, 83, -1
27.692, 33, 9, 23, 83, -1
27.704, 33, 9, 23, 82, -1
27.720, 33, 9, 23, 82, 1
27.722, 34, 9, 23, 82, 1
27.752, 35, 9, 23, 82, 1
27.769, 35, 9, 23, 83, 1
27.776, 35, 9, 24, 83, 1
27.785, 35, 9, 24, 83, -1
27.790, 35, 10, 24, 83, -1
27.825, 35, 10, 24, 82, -1
27.826, 35, 10, 24, 81, -1
27.830, 35, 10, 24, 80, -1
27.838, 35, 11, 24, 80, -1
27.854, 34, 11, 24, 80, -1
27.855, 34, 12, 24, 80, -1
27.869, 35, 12, 24, 80, -1
27.882, 35, 12, 24, 80, 1
27.893, 35, 12, 24, 81, 1
27.905, 35, 12, 24, 80, 1
27.921, 35, 12, 24, 81, 1
27.922, 36, 12, 24, 81, 1
27.940, 36, 12, 24, 80, 1
27.963, 36, 12, 24, 81, 1
27.967, 36, 12, 23, 81, 1
27.969, 36, 12, 23, 82, 1
27.970, 36, 11, 23, 82, 1
27.979, 35, 11, 23, 82, 1
27.995, 35, 11, 23, 83, 1
28.010, 35, 11, 24, 83, 1
28.013, 35, 11, 24, 83, -1
28.032, 35, 11, 24, 83, 1
28.037, 34, 11, 24, 83, 1
28.047, 35, 11, 24, 83, 1
28.051, 35, 11, 24, 84, 1
28.067, 35, 11, 23, 84, 1
28.092, 35, 11, 23, 85, 1
28.105, 36, 11, 23, 85, 1
28.110, 36, 11, 23, 84, 1
28.120, 36, 10, 23, 84, 1
28.122, 36, 10, 22, 84, 1
28.134, 36, 10, 22, 84, -1
28.138, 36, 10, 22, 84, 1
28.139, 37, 10, 22, 84, 1
28.156, 37, 10, 22, 83, 1
28.186, 38, 10, 22, 83, 1
28.197, 37, 10, 22, 83, 1
28.198, 38, 10, 22, 83, 1
28.202, 37, 10, 22, 83, 1
28.211, 37, 10, 22, 82, 1
28.234, 37, 9, 22, 82, 1
28.292, 36, 9, 22, 82, 1
28.335, 37, 9, 22, 82, 1
28.339, 36, 9, 22, 82, 1
28.344, 37, 9, 22, 82, 1
28.365, 37, 9, 23, 82, 1
28.365, 37, 9, 23, 83, 1
28.376, 38, 9, 23, 83, 1
28.378, 37, 9, 23, 83, 1
28.379, 37, 9, 23, 83, -1
28.403, 37, 9, 23, 82, -1
28.416, 37, 9, 23, 82, 1
28.463, 38, 9, 23, 82, 1
28.489, 38, 9, 22, 82, 1
28.509, 38, 9, 22, 82, -1
28.512, 38, 9, 22, 82, 1
28.532, 39, 9, 22, 82, 1
28.553, 39, 9, 22, 82, -1
28.554, 39, 9, 22, 82, 1
28.571, 39, 9, 22, 81, 1
28.581, 39, 9, 22, 80, 1
28.609, 40, 9, 22, 80, 1
28.614, 40, 9, 22, 79, 1
28.618, 40, 9, 22, 79, -1
28.626, 40, 9, 22, 78, -1
28.628, 41, 9, 22, 78, -1
28.629, 41, 9, 22, 78, 1
28.642, 41, 9, 23, 78, 1
28.646, 41, 9, 23, 77, 1
28.656, 40, 9, 23, 77, 1
28.658, 41, 9, 23, 77, 1
28.702, 42, 9, 23, 77, 1
28.705, 42, 10, 23, 77, 1
28.711, 42, 10, 23, 78, 1
28.748, 42, 10, 22, 78, 1
28.779, 42, 10, 23, 78, 1
28.784, 42, 10, 23, 79, 1
28.788, 41, 10, 23, 79, 1
28.806, 41, 10, 22, 79, 1
28.816, 41, 10, 22, 78, 1
28.833, 41, 10, 22, 77, 1
28.839, 41, 10, 22, 76, 1
28.857, 42, 10, 22, 76, 1
28.858, 42, 10, 22, 77, 1
28.867, 42, 10, 22, 77, -1
28.868, 42, 10, 22, 78, -1
28.883, 43, 10, 22, 78, -1
28.937, 42, 10, 22, 78, -1
28.946, 42, 10, 22, 78, 1
28.962, 43, 10, 22, 78, 1
28.964, 43, 10, 23, 78, 1
28.966, 43, 10, 23, 79, 1
28.975, 44, 10, 23, 79, 1
28.976, 43, 10, 23, 79, 1
28.986, 42, 10, 23, 79, 1
29.000, 43, 10, 23, 79, 1
29.003, 42, 10, 23, 79, 1
29.007, 42, 9, 23, 79, 1
29.009, 42, 9, 23, 78, 1
29.015, 41, 9, 23, 78, 1
29.019, 40, 9, 23, 78, 1
29.031, 40, 9, 23, 79, 1
29.035, 40, 9, 23, 79, -1
29.056, 40, 9, 24, 79, -1
29.064, 40, 10, 24, 79, -1
29.089, 41, 10, 24, 79, -1
29.118, 41, 10, 24, 80, -1
29.128, 41, 10, 24, 80, 1
29.131, 41, 10, 25, 80, 1
29.148, 41, 10, 26, 80, 1
29.149, 41, 10, 26, 80, -1
29.152, 41, 10, 26, 80, 1
29.155, 41, 10, 25, 80, 1
29.170, 40, 10, 25, 80, 1
29.173, 39, 10, 25, 80, 1
29.181, 38, 10, 25, 80, 1
29.209, 38, 10, 25, 79, 1
29.254, 38, 10, 25, 80, 1
29.254, 37, 10, 25, 80, 1
29.255, 37, 10, 24, 80, 1
29.261, 37, 10, 25, 80, 1
29.265, 37, 10, 25, 79, 1
29.304, 37, 10, 25, 79, -1
29.310, 36, 10, 25, 79, -1
29.371, 36, 10, 26, 79, -1
29.376, 37, 10, 26, 79, -1
29.384, 37, 10, 25, 79, -1
29.392, 37, 11, 25, 79, -1
29.405, 38, 11, 25, 79, -1
29.408, 38, 11, 25, 79, 1
29.413, 37, 11, 25, 79, 1
29.425, 37, 11, 25, 79, -1
29.426, 37, 11, 24, 79, -1
29.446, 38, 11, 24, 79, -1
29.455, 38, 11, 24, 80, -1
29.463, 37, 11, 24, 80, -1
29.468, 37, 11, 24, 80, 1
29.470, 37, 11, 24, 81, 1
29.475, 36, 11, 24, 81, 1
29.485, 35, 11, 24, 81, 1
29.499, 35, 11, 24, 80, 1
29.502, 35, 11, 24, 81, 1
29.504, 35, 11, 24, 80, 1
29.505, 35, 11, 24, 80, -1
29.515, 35, 11, 24, 80, 1
29.526, 36, 11, 24, 80, 1
29.529, 37, 11, 24, 80, 1
29.539, 37, 11, 24, 81, 1
29.556, 37, 11, 24, 82, 1
29.557, 37, 11, 24, 81, 1
29.587, 37, 11, 24, 82, 1
29.598, 38, 11, 24, 82, 1
29.602, 38, 11, 24, 82, -1
29.605, 39, 11, 24, 82, -1
29.615, 39, 11, 24, 83, -1
29.619, 39, 11, 24, 82, -1
29.624, 39, 11, 24, 81, -1
29.651, 38, 11, 24, 81, -1
29.658, 37, 11, 24, 81, -1
29.697, 38, 11, 24, 81, -1
29.738, 39, 11, 24, 81, -1
29.762, 39, 11, 24, 80, -1
29.767, 39, 11, 24, 80, 1
29.779, 39, 11, 24, 79, 1
29.802, 39, 11, 23, 79, 1
29.804, 39, 11, 23, 78, 1
29.805, 39, 11, 23, 78, -1
29.805, 39, 11, 23, 79, -1
29.806, 39, 11, 23, 78, -1
29.810, 40, 11, 23, 78, -1
29.884, 40, 11, 23, 77, -1
29.904, 40, 11, 23, 77, 1
29.906, 40, 11, 22, 77, 1
29.911, 40, 11, 22, 77, -1
29.912, 40, 11, 21, 77, -1
29.921, 40, 11, 21, 78, -1
29.940, 39, 11, 21, 78, -1
29.943, 39, 11, 21, 78, 1
29.943, 39, 11, 21, 79, 1
29.950, 40, 11, 21, 79, 1
29.962, 41, 11, 21, 79, 1
29.976, 41, 11, 21, 80, 1
29.980, 41, 11, 21, 79, 1
29.993, 41, 10, 21, 79, 1
29.995, 41, 10, 21, 78, 1
30.014, 41, 10, 21, 78, -1
30.018, 40, 10, 21, 78, -1
30.037, 40, 10, 21, 78, 1
30.077, 41, 10, 21, 78, 1
30.098, 42, 10, 21, 78, 1
30.101, 41, 10, 21, 78, 1
30.134, 42, 10, 21, 78, 1
30.141, 42, 10, 21, 79, 1
30.144, 42, 10, 22, 79, 1
30.147, 43, 10, 22, 79, 1
30.149, 42, 10, 22, 79, 1
30.152, 42, 10, 23, 79, 1
30.153, 42, 11, 23, 79, 1
30.164, 43, 11, 23, 79, 1
30.174, 43, 11, 23, 80, 1
30.180, 43, 11, 23, 79, 1
30.207, 43, 11, 23, 79, -1
30.211, 43, 12, 23, 79, -1
30.211, 42, 12, 23, 79, -1
30.257, 42, 12, 23, 78, -1
30.273, 43, 12, 23, 78, -1
30.273, 43, 12, 23, 78, 1
30.296, 43, 12, 22, 78, 1
30.307, 43, 12, 21, 78, 1
30.315, 43, 12, 21, 79, 1
30.316, 43, 12, 20, 79, 1
30.334, 43, 12, 20, 79, -1
30.337, 43, 12, 20, 78, -1
30.345, 43, 12, 20, 77, -1
30.346, 43, 12, 19, 77, -1
30.365, 42, 12, 19, 77, -1
30.367, 42, 12, 19, 78, -1
30.369, 42, 12, 18, 78, -1
30.381, 42, 12, 18, 78, 1
30.386, 42, 12, 18, 79, 1
30.454, 42, 12, 18, 79, -1
30.481, 42, 12, 18, 78, -1
30.483, 42, 12, 18, 77, -1
30.498, 41, 12, 18, 77, -1
30.538, 41, 12, 18, 77, 1
30.550, 42, 12, 18, 77, 1
30.559, 42, 12, 18, 78, 1
30.575, 41, 12, 18, 78, 1
30.592, 42, 12, 18, 78, 1
30.599, 42, 11, 18, 78, 1
30.606, 43, 11, 18, 78, 1
30.628, 43, 11, 18, 77, 1
30.629, 43, 11, 18, 76, 1
30.652, 43, 11, 18, 76, -1
30.661, 43, 11, 19, 76, -1
30.669, 43, 11, 19, 77, -1
30.739, 43, 11, 19, 76, -1
30.755, 42, 11, 19, 76, -1
30.755, 42, 11, 19, 75, -1
30.780, 42, 11, 20, 75, -1
30.821, 41, 11, 20, 75, -1
30.834, 41, 11, 20, 75, 1
30.838, 42, 11, 20, 75, 1
30.840, 42, 11, 20, 75, -1
30.844, 42, 11, 20, 74, -1
30.876, 42, 11, 20, 74, 1
30.898, 43, 11, 20, 74, 1
30.903, 44, 11, 20, 74, 1
30.912, 43, 11, 20, 74, 1
30.935, 42, 11, 20, 74, 1
30.944, 41, 11, 20, 74, 1
30.970, 41, 11, 20, 74, -1
30.972, 40, 11, 20, 74, -1
30.985, 40, 11, 20, 74, 1
31.009, 41, 11, 20, 74, 1
31.027, 42, 11, 20, 74, 1
31.062, 43, 11, 20, 74, 1
31.070, 43, 11, 21, 74, 1
31.079, 43, 11, 22, 74, 1
31.112, 43, 11, 22, 75, 1
31.124, 43, 10, 22, 75, 1
31.128, 43, 10, 22, 75, -1
31.133, 43, 10, 22, 74, -1
31.150, 42, 10, 22, 74, -1
31.156, 42, 10, 22, 75, -1
31.170, 42, 10, 22, 75, 1
31.183, 42, 10, 22, 76, 1
31.221, 43, 10, 22, 76, 1
31.234, 44, 10, 22, 76, 1
31.257, 44, 11, 22, 76, 1
31.265, 43, 11, 22, 76, 1
31.267, 43, 11, 22, 75, 1
31.267, 43, 11, 22, 74, 1
31.275, 44, 11, 22, 74, 1
31.300, 45, 11, 22, 74, 1
31.322, 45, 11, 23, 74, 1
31.329, 46, 11, 23, 74, 1
31.353, 46, 11, 23, 74, -1
31.355, 46, 11, 23, 75, -1
31.367, 46, 11, 23, 76, -1
31.401, 47, 11, 23, 76, -1
31.424, 47, 11, 23, 75, -1
31.431, 46, 11, 23, 75, -1
31.442, 46, 11, 23, 74, -1
31.458, 46, 11, 24, 74, -1
31.467, 46, 11, 24, 75, -1
31.473, 47, 11, 24, 75, -1
31.486, 46, 11, 24, 75, -1
31.494, 46, 11, 24, 74, -1
31.495, 45, 11, 24, 74, -1
31.508, 45, 11, 23, 74, -1
31.523, 44, 11, 23, 74, -1
31.525, 44, 11, 23, 74, 1
31.533, 44, 12, 23, 74, 1
31.539, 44, 12, 23, 74, -1
31.546, 44, 12, 23, 75, -1
31.549, 43, 12, 23, 75, -1
31.554, 42, 12, 23, 75, -1
31.564, 43, 12, 23, 75, -1
31.568, 43, 12, 23, 76, -1
31.572, 42, 12, 23, 76, -1
31.583, 42, 12, 23, 76, 1
31.585, 42, 12, 24, 76, 1
31.598, 42, 12, 24, 77, 1
31.601, 42, 13, 24, 77, 1
31.604, 42, 13, 24, 78, 1
31.614, 43, 13, 24, 78, 1
31.627, 43, 14, 24, 78, 1
31.639, 43, 14, 24, 78, -1
31.647, 43, 14, 24, 79, -1
31.654, 43, 14, 24, 78, -1
31.664, 42, 14, 24, 78, -1
31.668, 42, 14, 24, 77, -1
31.674, 42, 13, 24, 77, -1
31.711, 42, 13, 24, 78, -1
31.715, 41, 13, 24, 78, -1
31.734, 41, 12, 24, 78, -1
31.742, 42, 12, 24, 78, -1
31.744, 41, 12, 24, 78, -1
31.788, 41, 12, 25, 78, -1
31.794, 41, 12, 24, 78, -1
31.797, 41, 12, 24, 78, 1
31.798, 41, 11, 24, 78, 1
31.812, 41, 11, 23, 78, 1
31.813, 41, 11, 23, 77, 1
31.829, 41, 11, 24, 77, 1
31.840, 41, 11, 24, 77, -1
31.848, 41, 11, 23, 77, -1
31.862, 41, 11, 23, 77, 1
31.870, 42, 11, 23, 77, 1
31.873, 42, 11, 23, 78, 1
31.882, 41, 11, 23, 78, 1
31.888, 41, 11, 23, 77, 1
31.890, 41, 12, 23, 77, 1
31.903, 41, 12, 22, 77, 1
31.906, 41, 12, 22, 77, -1
31.923, 41, 13, 22, 77, -1
31.937, 42, 13, 22, 77, -1
31.940, 41, 13, 22, 77, -1
31.941, 41, 13, 22, 78, -1
31.948, 41, 13, 22, 77, -1
31.980, 41, 13, 22, 76, -1
31.990, 42, 13, 22, 76, -1
31.992, 42, 13, 21, 76, -1
32.005, 42, 12, 21, 76, -1
32.011, 42, 12, 21, 76, 1
32.046, 41, 12, 21, 76, 1
32.050, 42, 12, 21, 76, 1
32.078, 42, 13, 21, 76, 1
32.093, 42, 13, 21, 76, -1
32.101, 43, 13, 21, 76, -1
32.108, 43, 13, 22, 76, -1
32.110, 43, 13, 23, 76, -1
32.114, 43, 13, 23, 76, 1
32.131, 43, 13, 23, 75, 1
32.140, 43, 14, 23, 75, 1
32.143, 42, 14, 23, 75, 1
32.148, 43, 14, 23, 75, 1
32.152, 44, 14, 23, 75, 1
32.166, 44, 14, 24, 75, 1
32.172, 44, 14, 24, 74, 1
32.188, 44, 14, 24, 74, -1
32.201, 44, 14, 24, 75, -1
32.203, 44, 14, 24, 76, -1
32.212, 43, 14, 24, 76, -1
32.214, 44, 14, 24, 76, -1
32.222, 45, 14, 24, 76, -1
32.242, 45, 15, 24, 76, -1
32.260, 46, 15, 24, 76, -1
32.278, 47, 15, 24, 76, -1
32.280, 46, 15, 24, 76, -1
32.289, 46, 15, 24, 75, -1
32.295, 46, 15, 24, 74, -1
32.310, 46, 15, 24, 74, 1
32.344, 46, 16, 24, 74, 1
32.359, 47, 16, 24, 74, 1
32.369, 47, 16, 23, 74, 1
32.392, 47, 17, 23, 74, 1
32.394, 47, 17, 23, 73, 1
32.397, 47, 17, 23, 72, 1
32.410, 47, 17, 23, 73, 1
32.415, 47, 17, 23, 72, 1
32.428, 48, 17, 23, 72, 1
32.445, 49, 17, 23, 72, 1
32.448, 49, 17, 23, 71, 1
32.456, 48, 17, 23, 71, 1
32.483, 48, 18, 23, 71, 1
32.488, 47, 18, 23, 71, 1
32.492, 47, 18, 23, 72, 1
32.510, 47, 18, 24, 72, 1
32.522, 47, 18, 25, 72, 1
32.529, 47, 18, 25, 71, 1
32.532, 48, 18, 25, 71, 1
32.540, 47, 18, 25, 71, 1
32.563, 46, 18, 25, 71, 1
32.572, 46, 19, 25, 71, 1
32.588, 46, 19, 25, 72, 1
32.607, 47, 19, 25, 72, 1
32.630, 47, 19, 25, 71, 1
32.638, 47, 19, 25, 70, 1
32.644, 47, 18, 25, 70, 1
32.659, 48, 18, 25, 70, 1
32.673, 48, 19, 25, 70, 1
32.682, 48, 19, 25, 71, 1
32.683, 48, 19, 26, 71, 1
32.687, 48, 19, 26, 70, 1
32.687, 47, 19, 26, 70, 1
32.690, 47, 19, 26, 70, -1
32.697, 46, 19, 26, 70, -1
32.698, 46, 19, 26, 71, -1
32.704, 46, 19, 26, 70, -1
32.706, 46, 19, 26, 69, -1
32.706, 46, 19, 26, 69, 1
32.710, 45, 19, 26, 69, 1
32.711, 46, 19, 26, 69, 1
32.714, 45, 19, 26, 69, 1
32.720, 44, 19, 26, 69, 1
32.723, 45, 19, 26, 69, 1
32.726, 46, 19, 26, 69, 1
32.731, 47, 19, 26, 69, 1
32.738, 47, 19, 26, 70, 1
32.745, 47, 19, 26, 71, 1
32.745, 47, 19, 26, 71, -1
32.763, 46, 19, 26, 71, -1
32.766, 46, 19, 26, 72, -1
32.767, 45, 19, 26, 72, -1
32.798, 45, 19, 26, 71, -1
32.817, 44, 19, 26, 71, -1
32.835, 44, 19, 26, 72, -1
32.854, 43, 19, 26, 72, -1
32.882, 42, 19, 26, 72, -1
32.893, 42, 19, 26, 71, -1
32.899, 42, 19, 26, 71, 1
32.919, 42, 19, 25, 71, 1
32.966, 42, 19, 25, 71, -1
32.974, 42, 19, 25, 72, -1
32.981, 42, 18, 25, 72, -1
32.999, 42, 17, 25, 72, -1
33.004, 41, 17, 25, 72, -1
33.016, 41, 17, 26, 72, -1
33.025, 41, 17, 26, 72, 1
33.030, 41, 17, 26, 71, 1
33.032, 41, 17, 26, 72, 1
33.057, 41, 17, 26, 73, 1
33.064, 41, 17, 27, 73, 1
33.071, 41, 17, 27, 73, -1
33.074, 41, 17, 27, 74, -1
33.076, 41, 17, 27, 74, 1
33.077, 41, 17, 27, 74, -1
33.091, 41, 17, 27, 73, -1
33.107, 41, 17, 27, 72, -1
33.184, 41, 17, 27, 73, -1
33.191, 41, 17, 27, 74, -1
33.192, 41, 17, 26, 74, -1
33.202, 41, 17, 26, 75, -1
33.207, 41, 17, 26, 74, -1
33.209, 41, 17, 25, 74, -1
33.214, 41, 16, 25, 74, -1
33.215, 41, 16, 26, 74, -1
33.227, 41, 16, 26, 75, -1
33.275, 40, 16, 26, 75, -1
33.282, 40, 16, 26, 74, -1
33.315, 40, 16, 26, 73, -1
33.322, 40, 17, 26, 73, -1
33.352, 40, 17, 26, 74, -1
33.371, 40, 17, 27, 74, -1
33.386, 40, 18, 27, 74, -1
33.388, 40, 18, 27, 75, -1
33.391, 40, 18, 26, 75, -1
33.395, 39, 18, 26, 75, -1
33.399, 39, 18, 25, 75, -1
33.405, 39, 18, 25, 74, -1
33.405, 39, 18, 26, 74, -1
33.414, 39, 18, 26, 74, 1
33.464, 39, 18, 26, 73, 1
33.472, 39, 18, 26, 73, -1
33.475, 39, 18, 26, 74, -1
33.481, 39, 18, 26, 73, -1
33.489, 39, 18, 26, 73, 1
