time, resource, consumer1, consumer2, toxin, environment
1.071, 129, 13, 24, 132, -1
1.082, 129, 13, 24, 131, -1
1.088, 129, 13, 24, 130, -1
1.092, 129, 13, 24, 129, -1
1.108, 129, 13, 24, 128, -1
1.130, 128, 13, 24, 128, -1
1.171, 128, 13, 24, 127, -1
1.178, 128, 13, 23, 127, -1
1.205, 128, 13, 23, 128, -1
1.214, 128, 13, 23, 129, -1
1.217, 128, 13, 23, 130, -1
1.250, 127, 13, 23, 130, -1
1.274, 126, 13, 23, 130, -1
1.284, 125, 13, 23, 130, -1
1.294, 124, 13, 23, 130, -1
1.308, 125, 13, 23, 130, -1
1.318, 124, 13, 23, 130, -1
1.320, 124, 13, 23, 131, -1
1.321, 123, 13, 23, 131, -1
1.354, 123, 13, 24, 131, -1
1.371, 123, 13, 24, 130, -1
1.386, 123, 13, 24, 129, -1
1.386, 123, 13, 24, 128, -1
1.395, 122, 13, 24, 128, -1
1.399, 122, 14, 24, 128, -1
1.399, 122, 14, 24, 127, -1
1.413, 121, 14, 24, 127, -1
1.445, 121, 14, 25, 127, -1
1.447, 121, 14, 26, 127, -1
1.448, 120, 14, 26, 127, -1
1.451, 120, 14, 26, 126, -1
1.464, 120, 14, 25, 126, -1
1.478, 119, 14, 25, 126, -1
1.507, 118, 14, 25, 126, -1
1.518, 118, 14, 25, 125, -1
1.522, 118, 14, 26, 125, -1
1.533, 118, 15, 26, 125, -1
1.536, 118, 15, 26, 126, -1
1.551, 117, 15, 26, 126, -1
1.552, 116, 15, 26, 126, -1
1.559, 115, 15, 26, 126, -1
1.583, 114, 15, 26, 126, -1
1.588, 114, 15, 26, 125, -1
1.588, 114, 15, 26, 124, -1
1.592, 113, 15, 26, 124, -1
1.601, 113, 15, 26, 125, -1
1.606, 113, 15, 27, 125, -1
1.643, 112, 15, 27, 125, -1
1.656, 112, 15, 28, 125, -1
1.687, 112, 15, 28, 124, -1
1.691, 112, 15, 29, 124, -1
1.693, 111, 15, 29, 124, -1
1.698, 111, 15, 28, 124, -1
1.699, 111, 15, 29, 124, -1
1.718, 110, 15, 29, 124, -1
1.729, 110, 16, 29, 124, -1
1.731, 110, 17, 29, 124, -1
1.745, 109, 17, 29, 124, -1
1.788, 108, 17, 29, 124, -1
1.789, 107, 17, 29, 124, -1
1.790, 107, 17, 29, 125, -1
1.795, 106, 17, 29, 125, -1
1.822, 106, 17, 28, 125, -1
1.840, 105, 17, 28, 125, -1
1.844, 105, 17, 29, 125, -1
1.873, 104, 17, 29, 125, -1
1.876, 104, 17, 29, 124, -1
1.902, 104, 18, 29, 124, -1
1.907, 104, 18, 30, 124, -1
1.909, 104, 18, 30, 123, -1
1.929, 104, 18, 31, 123, -1
1.935, 104, 18, 30, 123, -1
1.944, 104, 19, 30, 123, -1
1.957, 104, 20, 30, 123, -1
1.990, 103, 20, 30, 123, -1
2.007, 103, 20, 31, 123, -1
2.015, 103, 20, 32, 123, -1
2.025, 103, 20, 32, 124, -1
2.029, 102, 20, 32, 124, -1
2.032, 102, 20, 32, 125, -1
2.035, 102, 21, 32, 125, -1
2.044, 102, 20, 32, 125, -1
2.054, 101, 20, 32, 125, -1
2.066, 101, 20, 32, 124, -1
2.067, 101, 20, 32, 123, -1
2.068, 101, 20, 31, 123, -1
2.072, 100, 20, 31, 123, -1
2.094, 99, 20, 31, 123, -1
2.107, 99, 20, 31, 122, -1
2.117, 99, 21, 31, 122, -1
2.137, 98, 21, 31, 122, -1
2.153, 97, 21, 31, 122, -1
2.156, 97, 21, 31, 123, -1
2.157, 98, 21, 31, 123, -1
2.165, 98, 22, 31, 123, -1
2.168, 98, 22, 31, 122, -1
2.175, 97, 22, 31, 122, -1
2.212, 97, 23, 31, 122, -1
2.219, 96, 23, 31, 122, -1
2.225, 96, 23, 32, 122, -1
2.237, 96, 24, 32, 122, -1
2.262, 96, 24, 32, 123, -1
2.283, 95, 24, 32, 123, -1
2.286, 96, 24, 32, 123, -1
2.309, 96, 24, 32, 124, -1
2.330, 96, 24, 32, 123, -1
2.339, 96, 23, 32, 123, -1
2.362, 96, 24, 32, 123, -1
2.378, 96, 25, 32, 123, -1
2.383, 95, 25, 32, 123, -1
2.387, 94, 25, 32, 123, -1
2.388, 93, 25, 32, 123, -1
2.430, 93, 25, 32, 124, -1
2.432, 93, 25, 31, 124, -1
2.434, 93, 25, 31, 125, -1
2.442, 92, 25, 31, 125, -1
2.461, 93, 25, 31, 125, -1
2.461, 93, 25, 32, 125, -1
2.464, 93, 25, 33, 125, -1
2.465, 92, 25, 33, 125, -1
2.470, 92, 25, 32, 125, -1
2.470, 92, 26, 32, 125, -1
2.472, 92, 26, 32, 126, -1
2.487, 92, 26, 32, 127, -1
2.489, 91, 26, 32, 127, -1
2.499, 90, 26, 32, 127, -1
2.511, 90, 26, 32, 126, -1
2.519, 89, 26, 32, 126, -1
2.540, 89, 27, 32, 126, -1
2.542, 89, 26, 32, 126, -1
2.558, 89, 26, 32, 127, -1
2.558, 88, 26, 32, 127, -1
2.568, 87, 26, 32, 127, -1
2.571, 87, 27, 32, 127, -1
2.572, 86, 27, 32, 127, -1
2.598, 86, 27, 32, 128, -1
2.605, 85, 27, 32, 128, -1
2.606, 84, 27, 32, 128, -1
2.613, 84, 27, 33, 128, -1
2.624, 83, 27, 33, 128, -1
2.625, 82, 27, 33, 128, -1
2.626, 81, 27, 33, 128, -1
2.640, 81, 27, 33, 129, -1
2.655, 80, 27, 33, 129, -1
2.657, 80, 27, 33, 130, -1
2.658, 80, 27, 32, 130, -1
2.658, 80, 27, 33, 130, -1
2.667, 79, 27, 33, 130, -1
2.678, 79, 28, 33, 130, -1
2.701, 78, 28, 33, 130, -1
2.707, 78, 28, 32, 130, -1
2.712, 78, 28, 32, 131, -1
2.726, 77, 28, 32, 131, -1
2.734, 77, 27, 32, 131, -1
2.738, 77, 28, 32, 131, -1
2.738, 77, 29, 32, 131, -1
2.746, 77, 29, 32, 132, -1
2.764, 77, 30, 32, 132, -1
2.766, 77, 30, 33, 132, -1
2.787, 77, 31, 33, 132, -1
2.801, 78, 31, 33, 132, -1
2.803, 78, 31, 33, 131, -1
2.804, 77, 31, 33, 131, -1
2.806, 77, 30, 33, 131, -1
2.838, 76, 30, 33, 131, -1
2.862, 77, 30, 33, 131, -1
2.864, 77, 31, 33, 131, -1
2.887, 77, 31, 34, 131, -1
2.887, 76, 31, 34, 131, -1
2.891, 75, 31, 34, 131, -1
2.894, 75, 30, 34, 131, -1
2.902, 74, 30, 34, 131, -1
2.928, 74, 30, 34, 130, -1
2.935, 73, 30, 34, 130, -1
2.941, 72, 30, 34, 130, -1
2.960, 72, 30, 35, 130, -1
2.961, 72, 31, 35, 130, -1
2.978, 71, 31, 35, 130, -1
2.985, 70, 31, 35, 130, -1
2.997, 71, 31, 35, 130, -1
3.003, 70, 31, 35, 130, -1
3.008, 69, 31, 35, 130, -1
3.011, 70, 31, 35, 130, -1
3.015, 70, 31, 35, 129, -1
3.020, 70, 31, 35, 128, -1
3.021, 70, 31, 35, 129, -1
3.044, 70, 32, 35, 129, -1
3.047, 70, 33, 35, 129, -1
3.049, 69, 33, 35, 129, -1
3.050, 69, 34, 35, 129, -1
3.055, 69, 34, 35, 128, -1
3.061, 68, 34, 35, 128, -1
3.061, 68, 34, 35, 129, -1
3.074, 67, 34, 35, 129, -1
3.078, 66, 34, 35, 129, -1
3.081, 66, 33, 35, 129, -1
3.094, 66, 33, 36, 129, -1
3.096, 66, 34, 36, 129, -1
3.104, 65, 34, 36, 129, -1
3.105, 65, 34, 36, 128, -1
3.116, 65, 34, 37, 128, -1
3.129, 65, 34, 38, 128, -1
3.131, 65, 33, 38, 128, -1
3.150, 65, 32, 38, 128, -1
3.150, 64, 32, 38, 128, -1
3.158, 64, 33, 38, 128, -1
3.165, 64, 33, 38, 129, -1
3.188, 63, 33, 38, 129, -1
3.192, 63, 33, 38, 130, -1
3.204, 63, 34, 38, 130, -1
3.207, 63, 34, 37, 130, -1
3.218, 62, 34, 37, 130, -1
3.222, 62, 33, 37, 130, -1
3.242, 62, 33, 38, 130, -1
3.284, 61, 33, 38, 130, -1
3.285, 61, 33, 38, 129, -1
3.287, 61, 33, 37, 129, -1
3.303, 61, 33, 37, 128, -1
3.327, 61, 33, 38, 128, -1
3.333, 60, 33, 38, 128, -1
3.361, 59, 33, 38, 128, -1
3.362, 59, 34, 38, 128, -1
3.367, 59, 35, 38, 128, -1
3.374, 59, 36, 38, 128, -1
3.376, 60, 36, 38, 128, -1
3.377, 59, 36, 38, 128, -1
3.378, 58, 36, 38, 128, -1
3.407, 58, 37, 38, 128, -1
3.408, 59, 37, 38, 128, -1
3.420, 59, 37, 39, 128, -1
3.423, 60, 37, 39, 128, -1
3.423, 59, 37, 39, 128, -1
3.423, 58, 37, 39, 128, -1
3.425, 57, 37, 39, 128, -1
3.432, 57, 37, 39, 129, -1
3.436, 57, 38, 39, 129, -1
3.441, 57, 38, 39, 128, -1
3.452, 56, 38, 39, 128, -1
3.456, 56, 39, 39, 128, -1
3.463, 56, 39, 39, 129, -1
3.471, 55, 39, 39, 129, -1
3.492, 55, 39, 40, 129, -1
3.494, 54, 39, 40, 129, -1
3.498, 53, 39, 40, 129, -1
3.502, 53, 39, 41, 129, -1
3.503, 53, 39, 42, 129, -1
3.521, 53, 40, 42, 129, -1
3.529, 53, 40, 41, 129, -1
3.563, 53, 40, 42, 129, -1
3.578, 52, 40, 42, 129, -1
3.579, 52, 40, 42, 130, -1
3.584, 52, 41, 42, 130, -1
3.587, 52, 40, 42, 130, -1
3.595, 51, 40, 42, 130, -1
3.595, 51, 40, 41, 130, -1
3.603, 51, 41, 41, 130, -1
3.615, 51, 41, 41, 129, -1
3.615, 51, 41, 42, 129, -1
3.624, 50, 41, 42, 129, -1
3.627, 50, 42, 42, 129, -1
3.633, 49, 42, 42, 129, -1
3.658, 49, 42, 43, 129, -1
3.662, 49, 41, 43, 129, -1
3.667, 49, 40, 43, 129, -1
3.673, 49, 41, 43, 129, -1
3.701, 48, 41, 43, 129, -1
3.703, 48, 41, 42, 129, -1
3.704, 48, 41, 42, 128, -1
3.709, 48, 42, 42, 128, -1
3.721, 48, 42, 42, 129, -1
3.722, 48, 42, 43, 129, -1
3.733, 47, 42, 43, 129, -1
3.733, 47, 42, 44, 129, -1
3.745, 47, 43, 44, 129, -1
3.746, 47, 43, 44, 128, -1
3.750, 47, 43, 43, 128, -1
3.754, 47, 43, 42, 128, -1
3.754, 47, 43, 42, 129, -1
3.807, 47, 44, 42, 129, -1
3.816, 46, 44, 42, 129, -1
3.837, 46, 44, 42, 128, -1
3.844, 46, 43, 42, 128, -1
3.871, 46, 44, 42, 128, -1
3.872, 46, 45, 42, 128, -1
3.904, 45, 45, 42, 128, -1
3.911, 44, 45, 42, 128, -1
3.928, 43, 45, 42, 128, -1
3.937, 42, 45, 42, 128, -1
3.946, 42, 44, 42, 128, -1
3.961, 42, 44, 42, 127, -1
3.965, 42, 43, 42, 127, -1
3.969, 41, 43, 42, 127, -1
3.976, 41, 44, 42, 127, -1
3.993, 41, 44, 42, 126, -1
3.997, 42, 44, 42, 126, -1
4.004, 42, 45, 42, 126, -1
4.025, 42, 45, 43, 126, -1
4.044, 41, 45, 43, 126, -1
4.049, 40, 45, 43, 126, -1
4.054, 40, 44, 43, 126, -1
4.064, 40, 44, 43, 125, -1
4.095, 40, 45, 43, 125, -1
4.131, 39, 45, 43, 125, -1
4.148, 39, 45, 43, 126, -1
4.152, 39, 46, 43, 126, -1
4.153, 39, 45, 43, 126, -1
4.161, 39, 45, 43, 125, -1
4.164, 39, 44, 43, 125, -1
4.184, 39, 45, 43, 125, -1
4.189, 38, 45, 43, 125, -1
4.193, 37, 45, 43, 125, -1
4.215, 37, 45, 43, 124, -1
4.263, 36, 45, 43, 124, -1
4.266, 36, 45, 43, 123, -1
4.266, 35, 45, 43, 123, -1
4.273, 35, 44, 43, 123, -1
4.289, 34, 44, 43, 123, -1
4.291, 34, 44, 43, 124, -1
4.313, 34, 44, 42, 124, -1
4.324, 34, 44, 42, 123, -1
4.343, 34, 44, 42, 122, -1
4.349, 33, 44, 42, 122, -1
4.376, 32, 44, 42, 122, -1
4.422, 32, 44, 43, 122, -1
4.441, 32, 44, 43, 121, -1
4.446, 32, 44, 43, 120, -1
4.462, 32, 44, 43, 121, -1
4.471, 32, 44, 43, 122, -1
4.479, 31, 44, 43, 122, -1
4.490, 31, 44, 43, 121, -1
4.490, 31, 45, 43, 121, -1
4.491, 31, 45, 43, 120, -1
4.496, 31, 45, 43, 121, -1
4.511, 31, 45, 44, 121, -1
4.512, 32, 45, 44, 121, -1
4.512, 31, 45, 44, 121, -1
4.567, 30, 45, 44, 121, -1
4.593, 30, 45, 43, 121, -1
4.595, 30, 45, 43, 122, -1
4.605, 30, 45, 43, 123, -1
4.614, 29, 45, 43, 123, -1
4.614, 29, 45, 44, 123, -1
4.617, 29, 45, 44, 122, -1
4.629, 28, 45, 44, 122, -1
4.643, 28, 45, 44, 123, -1
4.663, 29, 45, 44, 123, -1
4.665, 28, 45, 44, 123, -1
4.673, 28, 45, 44, 122, -1
4.675, 28, 46, 44, 122, -1
4.686, 28, 47, 44, 122, -1
4.780, 28, 46, 44, 122, -1
4.807, 28, 47, 44, 122, -1
4.814, 28, 48, 44, 122, -1
4.824, 28, 47, 44, 122, -1
4.827, 28, 47, 43, 122, -1
4.832, 27, 47, 43, 122, -1
4.854, 27, 47, 44, 122, -1
4.877, 27, 48, 44, 122, -1
4.878, 27, 48, 44, 123, -1
4.886, 27, 48, 43, 123, -1
4.887, 27, 47, 43, 123, -1
4.897, 27, 47, 43, 124, -1
4.906, 27, 47, 44, 124, -1
4.907, 27, 48, 44, 124, -1
4.908, 27, 48, 45, 124, -1
4.919, 27, 47, 45, 124, -1
4.925, 26, 47, 45, 124, -1
4.932, 27, 47, 45, 124, -1
4.951, 27, 47, 45, 125, -1
4.957, 27, 46, 45, 125, -1
4.959, 27, 46, 45, 124, -1
4.962, 27, 46, 45, 125, -1
4.965, 27, 47, 45, 125, -1
4.975, 26, 47, 45, 125, -1
4.977, 26, 48, 45, 125, -1
4.981, 26, 48, 45, 124, -1
4.982, 26, 48, 46, 124, -1
4.986, 27, 48, 46, 124, -1
4.992, 26, 48, 46, 124, -1
4.997, 26, 48, 46, 123, -1
5.002, 26, 48, 45, 123, -1
5.029, 26, 47, 45, 123, -1
5.032, 26, 47, 45, 124, -1
5.071, 26, 47, 45, 125, -1
5.073, 26, 48, 45, 125, -1
5.087, 26, 47, 45, 125, -1
5.098, 26, 47, 45, 126, -1
5.130, 26, 47, 45, 125, -1
5.136, 26, 47, 46, 125, -1
5.140, 26, 47, 47, 125, -1
5.143, 26, 47, 46, 125, -1
5.159, 26, 47, 45, 125, -1
5.161, 26, 47, 44, 125, -1
5.180, 26, 47, 44, 126, -1
5.188, 25, 47, 44, 126, -1
5.195, 25, 47, 43, 126, -1
5.266, 25, 47, 43, 125, -1
5.315, 24, 47, 43, 125, -1
5.335, 24, 46, 43, 125, -1
5.336, 24, 46, 42, 125, -1
5.355, 24, 45, 42, 125, -1
5.359, 23, 45, 42, 125, -1
5.359, 23, 45, 42, 124, -1
5.372, 23, 45, 42, 125, -1
5.393, 23, 44, 42, 125, -1
5.424, 24, 44, 42, 125, -1
5.465, 24, 44, 42, 124, -1
5.489, 24, 44, 42, 123, -1
5.491, 25, 44, 42, 123, -1
5.500, 24, 44, 42, 123, -1
5.502, 24, 43, 42, 123, -1
5.525, 23, 43, 42, 123, -1
5.527, 23, 44, 42, 123, -1
5.541, 23, 44, 42, 122, -1
5.545, 23, 44, 41, 122, -1
5.574, 23, 44, 41, 121, -1
5.589, 23, 44, 41, 120, -1
5.618, 22, 44, 41, 120, -1
5.620, 21, 44, 41, 120, -1
5.632, 21, 44, 41, 119, -1
5.632, 21, 44, 42, 119, -1
5.635, 21, 44, 43, 119, -1
5.645, 22, 44, 43, 119, -1
5.655, 22, 44, 43, 118, -1
5.676, 21, 44, 43, 118, -1
5.685, 21, 44, 43, 117, -1
5.708, 21, 45, 43, 117, -1
5.724, 21, 45, 43, 116, -1
5.725, 21, 45, 43, 115, -1
5.745, 21, 45, 42, 115, -1
5.753, 21, 45, 43, 115, -1
5.767, 21, 44, 43, 115, -1
5.774, 21, 44, 43, 114, -1
5.793, 21, 44, 43, 113, -1
5.796, 20, 44, 43, 113, -1
5.816, 21, 44, 43, 113, -1
5.882, 21, 44, 42, 113, -1
5.893, 21, 44, 43, 113, -1
5.903, 21, 44, 43, 112, -1
5.919, 21, 44, 42, 112, -1
5.924, 20, 44, 42, 112, -1
5.925, 20, 44, 42, 113, -1
5.925, 20, 44, 42, 114, -1
5.933, 20, 44, 42, 113, -1
5.934, 20, 44, 42, 114, -1
5.942, 20, 44, 42, 113, -1
5.943, 20, 44, 42, 112, -1
5.959, 20, 44, 42, 113, -1
5.962, 19, 44, 42, 113, -1
5.972, 19, 44, 43, 113, -1
5.980, 19, 44, 44, 113, -1
5.998, 19, 44, 45, 113, -1
6.007, 19, 44, 45, 114, -1
6.010, 19, 44, 45, 113, -1
6.017, 19, 43, 45, 113, -1
6.017, 19, 43, 45, 112, -1
6.061, 19, 43, 45, 113, -1
6.094, 19, 43, 44, 113, -1
6.148, 18, 43, 44, 113, -1
6.161, 18, 43, 44, 114, -1
6.175, 18, 43, 44, 113, -1
6.184, 17, 43, 44, 113, -1
6.187, 16, 43, 44, 113, -1
6.211, 15, 43, 44, 113, -1
6.219, 16, 43, 44, 113, -1
6.232, 16, 43, 44, 114, -1
6.238, 16, 42, 44, 114, -1
6.241, 16, 41, 44, 114, -1
6.256, 15, 41, 44, 114, -1
6.302, 14, 41, 44, 114, -1
6.324, 14, 41, 44, 113, -1
6.340, 14, 41, 44, 114, -1
6.343, 14, 41, 44, 115, -1
6.357, 14, 41, 44, 114, -1
6.376, 13, 41, 44, 114, -1
6.383, 12, 41, 44, 114, -1
6.429, 13, 41, 44, 114, -1
6.436, 13, 42, 44, 114, -1
6.442, 14, 42, 44, 114, -1
6.449, 15, 42, 44, 114, -1
6.453, 15, 42, 44, 113, -1
6.480, 15, 42, 44, 112, -1
6.485, 15, 42, 44, 113, -1
6.487, 15, 42, 43, 113, -1
6.517, 15, 43, 43, 113, -1
6.550, 15, 42, 43, 113, -1
6.574, 15, 41, 43, 113, -1
6.613, 15, 41, 44, 113, -1
6.635, 16, 41, 44, 113, -1
6.637, 16, 41, 44, 112, -1
6.648, 15, 41, 44, 112, -1
6.671, 14, 41, 44, 112, -1
6.675, 14, 41, 44, 113, -1
6.682, 14, 41, 44, 114, -1
6.691, 13, 41, 44, 114, -1
6.693, 13, 41, 44, 113, -1
6.699, 14, 41, 44, 113, -1
6.717, 14, 41, 43, 113, -1
6.743, 14, 41, 43, 114, -1
6.743, 14, 41, 43, 115, -1
6.747, 14, 41, 43, 116, -1
6.752, 13, 41, 43, 116, -1
6.758, 13, 41, 43, 115, -1
6.760, 13, 40, 43, 115, -1
6.764, 12, 40, 43, 115, -1
6.798, 12, 39, 43, 115, -1
6.806, 12, 39, 44, 115, -1
6.847, 12, 40, 44, 115, -1
6.854, 12, 40, 43, 115, -1
6.874, 12, 40, 43, 114, -1
6.908, 12, 39, 43, 114, -1
6.928, 12, 39, 43, 115, -1
6.932, 12, 38, 43, 115, -1
6.934, 12, 38, 42, 115, -1
6.943, 11, 38, 42, 115, -1
6.962, 11, 37, 42, 115, -1
6.989, 11, 37, 41, 115, -1
6.995, 11, 37, 41, 116, -1
7.018, 11, 37, 41, 115, -1
7.038, 11, 37, 41, 114, -1
7.059, 11, 37, 41, 113, -1
7.061, 11, 37, 42, 113, -1
7.066, 10, 37, 42, 113, -1
7.072, 11, 37, 42, 113, -1
7.075, 11, 37, 42, 112, -1
7.087, 10, 37, 42, 112, -1
7.100, 10, 36, 42, 112, -1
7.124, 9, 36, 42, 112, -1
7.125, 9, 36, 42, 113, -1
7.163, 8, 36, 42, 113, -1
7.221, 8, 36, 41, 113, -1
7.225, 8, 36, 41, 114, -1
7.225, 8, 36, 41, 113, -1
7.248, 7, 36, 41, 113, -1
7.257, 7, 35, 41, 113, -1
7.276, 7, 34, 41, 113, -1
7.294, 7, 34, 41, 114, -1
7.312, 7, 34, 41, 115, -1
7.313, 7, 34, 42, 115, -1
7.320, 7, 34, 42, 116, -1
7.378, 7, 34, 41, 116, -1
7.408, 7, 34, 41, 115, -1
7.425, 7, 34, 41, 114, -1
7.443, 7, 34, 41, 115, -1
7.477, 7, 35, 41, 115, -1
7.552, 8, 35, 41, 115, -1
7.580, 8, 36, 41, 115, -1
7.583, 9, 36, 41, 115, -1
7.586, 9, 36, 41, 116, -1
7.597, 8, 36, 41, 116, -1
7.598, 8, 36, 41, 115, -1
7.599, 8, 36, 41, 114, -1
7.619, 8, 36, 41, 115, -1
7.636, 8, 36, 42, 115, -1
7.654, 8, 36, 42, 116, -1
7.662, 8, 36, 42, 117, -1
7.687, 8, 36, 42, 118, -1
7.688, 8, 36, 42, 119, -1
7.693, 8, 36, 42, 118, -1
7.739, 8, 35, 42, 118, -1
7.749, 8, 35, 42, 119, -1
7.753, 8, 35, 42, 118, -1
7.771, 7, 35, 42, 118, -1
7.795, 7, 36, 42, 118, -1
7.816, 7, 36, 43, 118, -1
7.827, 7, 36, 43, 119, -1
7.846, 8, 36, 43, 119, -1
7.868, 8, 36, 43, 120, -1
7.884, 9, 36, 43, 120, -1
7.887, 8, 36, 43, 120, -1
7.915, 8, 36, 43, 121, -1
7.927, 8, 35, 43, 121, -1
7.950, 8, 34, 43, 121, -1
7.957, 8, 34, 43, 122, -1
7.966, 8, 34, 43, 123, -1
7.991, 8, 34, 43, 124, -1
8.018, 8, 34, 43, 123, -1
8.051, 8, 34, 43, 122, -1
8.066, 8, 34, 43, 123, -1
8.073, 9, 34, 43, 123, -1
8.090, 9, 34, 43, 122, -1
8.093, 9, 34, 43, 123, -1
8.133, 8, 34, 43, 123, -1
8.182, 8, 33, 43, 123, -1
8.260, 8, 33, 43, 122, -1
8.274, 8, 34, 43, 122, -1
8.278, 8, 34, 42, 122, -1
8.323, 8, 35, 42, 122, -1
8.328, 8, 35, 42, 123, -1
8.363, 8, 36, 42, 123, -1
8.376, 8, 36, 42, 122, -1
8.388, 8, 36, 42, 121, -1
8.419, 7, 36, 42, 121, -1
8.453, 7, 36, 42, 120, -1
8.456, 7, 36, 42, 121, -1
8.495, 7, 36, 42, 122, -1
8.519, 7, 36, 41, 122, -1
8.534, 7, 36, 41, 123, -1
8.579, 7, 36, 40, 123, -1
8.597, 6, 36, 40, 123, -1
8.602, 7, 36, 40, 123, -1
8.608, 7, 36, 39, 123, -1
8.608, 7, 36, 39, 122, -1
8.617, 7, 36, 39, 123, -1
8.646, 6, 36, 39, 123, -1
8.654, 6, 36, 38, 123, -1
8.656, 6, 36, 38, 122, -1
8.674, 6, 36, 38, 121, -1
8.698, 6, 36, 38, 120, -1
8.700, 6, 37, 38, 120, -1
8.702, 6, 37, 38, 121, -1
8.735, 6, 36, 38, 121, -1
8.744, 6, 36, 38, 122, -1
8.778, 6, 36, 38, 121, -1
8.797, 6, 36, 38, 122, -1
8.838, 5, 36, 38, 122, -1
8.863, 5, 36, 38, 121, -1
8.895, 6, 36, 38, 121, -1
8.899, 6, 35, 38, 121, -1
8.921, 6, 35, 38, 122, -1
8.951, 6, 35, 39, 122, -1
8.952, 6, 35, 38, 122, -1
8.955, 6, 35, 38, 121, -1
8.957, 6, 35, 38, 122, -1
8.983, 6, 35, 38, 121, -1
8.999, 6, 35, 38, 120, -1
9.007, 6, 35, 38, 119, -1
9.083, 6, 35, 38, 120, -1
9.093, 6, 36, 38, 120, -1
9.098, 6, 36, 37, 120, -1
9.107, 6, 36, 38, 120, -1
9.107, 6, 36, 38, 121, -1
9.111, 6, 37, 38, 121, -1
9.137, 6, 36, 38, 121, -1
9.181, 6, 35, 38, 121, -1
9.219, 5, 35, 38, 121, -1
9.223, 5, 35, 38, 120, -1
9.293, 5, 34, 38, 120, -1
9.303, 6, 34, 38, 120, -1
9.348, 6, 34, 38, 119, -1
9.351, 5, 34, 38, 119, -1
9.359, 6, 34, 38, 119, -1
9.359, 6, 34, 38, 118, -1
9.381, 6, 34, 38, 117, -1
9.387, 6, 34, 38, 118, -1
9.401, 6, 33, 38, 118, -1
9.401, 6, 33, 37, 118, -1
9.401, 5, 33, 37, 118, -1
9.408, 5, 33, 37, 119, -1
