nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.07284,0.07367,0.07273,0.06871,0.04867,0.03592,0.03452,0.03505,0.03453
0.01900,0.01873,0.01767,0.01480,0.00705,0.00425,0.00347,0.00386,0.00335
0.00524,0.00573,0.00544,0.00424,0.00159,0.00058,0.00036,0.00044,0.00062
