nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.02637,0.02554,0.02334,0.01136,0.00548,0.03433,0.04944,0.05213,0.05338
0.00685,0.00672,0.00657,0.00431,0.00203,0.00641,0.00924,0.00966,0.00979
0.00377,0.00326,0.00330,0.00221,0.00046,0.00094,0.00111,0.00127,0.00113
