nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.54776,0.55797,0.61707,0.90563,0.99954,0.99993,0.99997,0.99997,0.99998
0.57100,0.57642,0.63768,0.91057,0.99933,0.99996,0.99993,0.99994,0.99997
0.57678,0.58643,0.64468,0.91110,0.99946,0.99995,0.99997,0.99995,0.99998
