nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.35860,0.35564,0.33189,0.22523,0.27180,0.35351,0.35987,0.36338,0.36052
0.15308,0.15483,0.14066,0.08878,0.08920,0.10123,0.10107,0.10133,0.10169
0.04779,0.04762,0.04288,0.02832,0.02306,0.02150,0.02029,0.02055,0.02137
0.01402,0.01408,0.01354,0.00807,0.00555,0.00455,0.00472,0.00470,0.00451
0.00478,0.00428,0.00443,0.00274,0.00132,0.00110,0.00125,0.00108,0.00102
