nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.26543,0.26200,0.23502,0.11279,0.15241,0.30782,0.32095,0.32202,0.32638
0.07731,0.07693,0.06792,0.03397,0.05361,0.09332,0.09456,0.09507,0.09408
0.01720,0.01574,0.01394,0.00832,0.01407,0.01945,0.01963,0.02016,0.01978
