nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.49125,0.49359,0.51725,0.59228,0.22751,0.04505,0.03681,0.03710,0.03617
0.48687,0.48874,0.51042,0.56434,0.15235,0.00606,0.00429,0.00374,0.00428
0.48225,0.48695,0.50664,0.54783,0.12726,0.00121,0.00038,0.00038,0.00052
