trial, S1, S2, R, T, xi
1,81,0,26,99,1 
2,50,12,21,71,1 
3,0,63,9,91,1 
4,64,23,15,74,-1 
5,51,17,22,78,-1 
6,61,24,20,90,1 
7,0,64,18,96,-1 
8,29,27,17,97,1 
9,66,12,19,85,1 
10,0,63,29,82,-1 
11,50,52,7,94,-1 
12,27,29,15,91,1 
13,44,50,16,86,1 
14,0,98,16,71,-1 
15,11,54,19,101,-1 
16,5,105,24,75,1 
17,2,60,17,92,1 
18,68,8,21,73,1 
19,0,77,11,92,-1 
20,32,21,26,106,1 
21,85,0,11,92,-1 
22,63,0,14,83,-1 
23,39,65,8,80,-1 
24,72,0,12,88,1 
25,0,70,15,95,1 
26,51,11,20,96,-1 
27,0,79,25,94,1 
28,4,63,10,89,1 
29,66,3,15,103,1 
30,0,64,25,87,-1 
31,50,0,24,97,1 
32,0,75,19,101,1 
33,48,20,22,86,-1 
34,0,93,24,84,-1 
35,6,60,19,88,-1 
36,15,59,16,95,-1 
37,0,60,28,116,1 
38,34,37,20,102,-1 
39,14,60,13,78,-1 
40,12,47,19,110,-1 
41,3,67,15,89,1 
42,99,0,17,85,1 
43,8,73,8,89,1 
44,23,35,15,74,-1 
45,46,7,19,107,-1 
46,27,43,20,94,1 
47,55,0,14,107,-1 
48,1,76,18,87,1 
49,39,38,16,88,-1 
50,61,15,15,84,-1 
51,24,48,17,86,-1 
52,63,2,24,101,-1 
53,9,51,19,78,-1 
54,0,73,27,87,-1 
55,70,0,16,92,-1 
56,46,25,20,107,1 
57,0,71,15,77,-1 
58,48,0,26,90,1 
59,3,72,14,86,1 
60,12,45,17,75,-1 
61,43,0,23,101,1 
62,3,66,16,108,-1 
63,5,58,23,99,-1 
64,75,0,10,88,1 
65,26,60,9,81,-1 
66,14,69,16,79,1 
67,2,66,15,91,-1 
68,5,50,19,108,-1 
69,31,34,18,78,-1 
70,70,10,17,82,1 
71,15,66,22,90,-1 
72,53,0,19,80,1 
73,0,68,16,98,1 
74,79,0,18,85,1 
75,52,5,16,88,-1 
76,8,80,12,79,-1 
77,13,63,15,77,1 
78,64,0,16,100,-1 
79,0,64,20,107,-1 
80,0,60,21,113,1 
81,15,77,12,90,1 
82,32,22,26,82,1 
83,39,21,19,110,-1 
84,8,37,33,89,1 
85,41,19,20,78,-1 
86,33,25,29,106,1 
87,0,67,15,80,-1 
88,40,27,17,105,-1 
89,70,0,18,92,1 
90,0,66,17,87,-1 
91,0,62,16,88,1 
92,35,48,14,96,-1 
93,17,55,15,95,1 
94,0,55,15,84,1 
95,65,14,12,92,-1 
96,42,46,21,94,-1 
97,64,0,17,89,1 
98,16,39,15,101,-1 
99,13,48,23,76,-1 
100,75,7,22,85,-1 
101,81,0,22,75,-1 
102,65,0,14,94,1 
103,78,0,24,94,-1 
104,73,0,13,97,-1 
105,23,29,18,101,1 
106,31,56,20,76,-1 
107,34,41,20,94,-1 
108,42,17,22,111,1 
109,0,66,19,99,1 
110,0,58,19,90,1 
111,41,30,20,86,-1 
112,17,47,12,103,1 
113,82,0,16,85,-1 
114,87,0,17,70,1 
115,5,62,12,86,-1 
116,6,72,13,104,1 
117,11,55,14,114,1 
118,90,0,25,85,-1 
119,98,2,14,83,-1 
120,62,11,10,89,-1 
121,19,56,27,97,1 
122,4,72,21,93,-1 
123,52,5,20,95,-1 
124,87,0,13,76,-1 
125,89,0,16,95,1 
126,76,0,23,100,-1 
127,0,61,20,83,1 
128,92,0,15,80,-1 
129,68,0,16,96,1 
130,5,89,15,80,1 
131,25,20,15,87,-1 
132,6,56,16,89,1 
133,44,20,26,77,1 
134,61,0,16,69,1 
135,5,73,12,95,1 
136,36,34,14,89,1 
137,47,1,18,86,-1 
138,27,32,17,95,1 
139,18,31,26,103,1 
140,0,63,18,85,-1 
141,68,0,13,84,1 
142,69,0,17,99,1 
143,5,80,25,99,-1 
144,54,18,20,98,1 
145,87,0,20,79,-1 
146,92,0,12,83,-1 
147,71,24,13,74,1 
148,62,25,19,109,1 
149,37,34,24,84,1 
150,0,110,14,94,1 
151,58,0,21,85,-1 
152,7,75,21,115,-1 
153,0,75,14,93,-1 
154,0,57,23,79,-1 
155,5,87,16,84,1 
156,19,44,14,90,1 
157,68,0,22,89,-1 
158,0,68,25,98,-1 
159,54,0,20,117,1 
160,62,14,16,84,1 
161,76,0,16,83,1 
162,41,44,18,73,-1 
163,0,74,26,110,1 
164,0,73,12,89,-1 
165,11,48,22,82,-1 
166,72,0,13,97,1 
167,56,0,26,97,-1 
168,27,58,19,88,1 
169,0,74,19,90,1 
170,42,44,14,87,-1 
171,2,48,11,101,-1 
172,34,24,22,103,-1 
173,48,25,9,100,1 
174,0,76,7,79,-1 
175,0,57,20,94,-1 
176,36,22,23,98,1 
177,23,44,23,93,1 
178,66,0,16,97,-1 
179,17,51,19,105,-1 
180,6,98,3,79,1 
181,4,62,27,82,-1 
182,61,27,12,99,-1 
183,0,70,10,99,1 
184,22,75,13,90,-1 
185,58,7,24,93,1 
186,0,58,18,104,1 
187,36,47,26,79,1 
188,43,39,19,96,1 
189,58,29,21,78,-1 
190,2,82,13,86,1 
191,46,32,11,81,-1 
192,23,34,18,95,1 
193,26,43,16,85,-1 
194,66,0,21,91,1 
195,58,8,17,99,1 
196,85,0,23,94,1 
197,0,87,16,91,1 
198,73,0,13,86,1 
199,0,83,17,86,-1 
200,60,11,11,74,-1 
201,26,38,18,97,-1 
202,55,15,14,86,1 
203,10,75,22,88,-1 
204,11,61,18,92,1 
205,31,30,14,88,-1 
206,0,80,19,92,1 
207,46,31,13,81,-1 
208,45,50,14,90,1 
209,2,76,16,82,-1 
210,18,42,18,94,1 
211,26,62,16,80,-1 
212,77,3,20,62,1 
213,20,42,10,103,-1 
214,0,76,16,92,1 
215,40,49,14,100,-1 
216,70,0,28,111,-1 
217,0,89,15,95,1 
218,2,64,22,83,-1 
219,3,84,15,85,1 
220,78,0,15,92,1 
221,41,25,28,77,1 
222,7,55,22,89,1 
223,92,0,16,89,1 
224,68,30,22,72,-1 
225,35,0,20,96,-1 
226,54,0,20,87,1 
227,15,54,18,79,-1 
228,0,80,29,74,1 
229,83,0,22,90,-1 
230,92,0,12,71,-1 
231,0,68,22,109,-1 
232,31,35,10,83,-1 
233,2,58,18,101,1 
234,0,82,17,101,1 
235,105,0,13,87,-1 
236,1,103,9,76,-1 
237,70,0,12,84,1 
238,66,8,19,71,-1 
239,17,44,15,85,-1 
240,53,36,23,97,-1 
241,28,57,17,60,-1 
242,108,5,16,73,-1 
243,51,0,28,95,1 
244,87,0,19,99,1 
245,18,63,8,79,1 
246,74,2,27,97,-1 
247,5,82,10,89,-1 
