trial, S1, S2, R, T, xi
1,90,0,17,95,1 
2,16,23,9,104,-1 
3,61,0,23,106,1 
4,78,27,10,90,-1 
5,90,17,5,73,-1 
6,90,0,7,87,1 
7,77,22,12,72,-1 
8,33,64,27,69,1 
9,76,0,13,75,1 
10,61,9,14,88,1 
11,43,18,15,89,-1 
12,83,2,11,98,-1 
13,45,17,29,88,-1 
14,53,0,23,94,1 
15,76,0,9,79,1 
16,64,0,23,81,1 
17,0,50,12,79,-1 
18,0,55,15,97,-1 
19,9,68,5,64,-1 
20,65,0,17,81,-1 
21,76,0,31,90,1 
22,65,0,29,111,-1 
23,11,86,12,73,1 
24,21,68,16,97,-1 
25,6,47,9,97,-1 
26,3,64,16,93,1 
27,26,33,19,82,-1 
28,19,88,11,75,1 
29,67,20,8,83,-1 
30,23,34,19,88,-1 
31,92,0,12,78,-1 
32,20,79,25,83,1 
33,5,72,17,90,1 
34,0,76,3,82,-1 
35,57,41,13,95,1 
36,26,68,17,89,-1 
37,60,1,26,80,1 
38,77,0,12,93,-1 
39,12,39,18,91,1 
40,78,0,9,79,-1 
41,19,31,29,105,-1 
42,0,44,12,88,-1 
43,43,0,15,116,-1 
44,50,0,21,79,1 
45,13,47,23,96,1 
46,34,44,23,84,-1 
47,8,78,14,93,1 
48,81,0,19,91,-1 
49,75,18,13,78,-1 
50,73,0,17,88,1 
51,40,0,16,90,-1 
52,36,16,15,95,1 
53,95,23,14,96,1 
54,84,4,18,94,-1 
55,0,66,20,76,1 
56,47,0,8,82,-1 
57,59,18,13,83,-1 
58,10,53,23,89,-1 
59,52,0,17,75,-1 
60,59,19,16,96,-1 
61,0,63,12,84,1 
62,50,23,6,79,-1 
63,13,69,14,112,1 
64,4,57,30,102,1 
65,67,0,12,90,-1 
66,46,22,16,79,-1 
67,0,59,24,109,-1 
68,58,12,20,83,-1 
69,25,32,9,85,1 
70,0,58,9,98,1 
71,69,0,2,103,1 
72,36,36,19,95,1 
73,96,0,9,73,-1 
74,3,94,10,97,-1 
75,1,84,10,83,-1 
76,95,6,18,74,1 
77,5,78,7,98,-1 
78,1,61,8,86,-1 
79,65,0,18,85,1 
80,0,49,21,118,-1 
81,61,0,11,92,1 
82,17,75,16,96,-1 
83,56,0,21,96,-1 
84,0,63,19,95,1 
85,34,59,22,43,-1 
86,0,77,12,86,1 
87,0,89,16,88,1 
88,41,19,11,89,-1 
89,58,0,13,97,-1 
90,30,45,9,102,-1 
91,29,40,13,82,-1 
92,51,0,9,103,-1 
93,14,82,10,86,1 
94,71,11,13,87,1 
95,60,39,30,78,1 
96,30,34,17,90,1 
97,44,0,30,90,1 
98,0,62,3,96,-1 
99,0,87,19,72,1 
100,96,0,21,98,-1 
101,94,0,7,81,-1 
102,94,4,19,96,1 
103,51,30,14,102,-1 
104,9,71,12,85,1 
105,84,0,22,90,1 
106,79,12,12,99,-1 
107,8,40,25,90,1 
108,92,0,18,101,-1 
109,15,30,21,114,1 
110,0,103,12,73,1 
111,0,47,7,98,1 
112,0,76,16,80,-1 
113,89,3,24,118,1 
114,13,41,10,97,-1 
115,82,11,17,85,-1 
116,57,51,23,71,-1 
117,89,0,18,84,-1 
118,0,80,32,97,1 
119,69,25,27,88,1 
120,84,0,7,97,-1 
121,0,40,15,83,1 
122,33,23,23,95,1 
123,7,73,10,81,1 
124,52,0,21,75,-1 
125,0,70,10,83,-1 
126,30,16,22,103,1 
127,48,11,20,106,1 
128,49,69,18,92,1 
129,28,26,22,104,-1 
130,0,68,14,84,1 
131,53,53,22,89,1 
132,53,55,13,85,1 
133,19,59,15,90,-1 
134,3,80,3,80,-1 
135,0,37,34,99,1 
136,64,32,13,77,-1 
137,47,11,26,91,-1 
138,0,82,14,89,-1 
139,59,21,11,80,-1 
140,45,33,23,101,1 
141,93,0,11,97,-1 
142,27,46,6,66,-1 
143,0,83,16,69,1 
144,11,57,26,94,1 
145,52,6,11,106,1 
146,34,55,10,80,-1 
147,0,101,17,77,1 
148,24,65,19,73,1 
149,20,42,7,73,-1 
150,96,0,21,90,1 
151,0,61,36,93,-1 
152,45,20,12,82,1 
153,0,55,25,87,1 
154,72,33,18,90,1 
155,79,0,22,87,-1 
156,109,0,23,76,1 
157,32,28,23,85,1 
158,43,32,14,87,1 
159,78,0,18,96,1 
160,16,84,17,85,-1 
161,71,0,15,94,-1 
162,104,0,9,66,-1 
163,0,82,28,68,1 
164,44,5,19,103,-1 
165,35,84,21,97,1 
166,65,0,12,107,-1 
167,53,43,15,86,-1 
168,20,38,14,94,-1 
169,22,76,34,69,1 
170,0,85,20,67,1 
171,19,39,9,84,-1 
172,45,18,17,101,-1 
173,59,55,4,65,-1 
174,28,18,18,98,1 
175,0,57,4,101,-1 
176,92,0,15,85,1 
177,10,48,9,91,-1 
178,0,64,16,90,-1 
179,15,31,23,88,1 
180,34,33,31,103,1 
181,41,22,15,88,-1 
182,32,36,28,102,1 
183,70,0,32,89,1 
184,27,51,17,81,-1 
185,0,73,26,113,-1 
186,14,52,29,83,1 
187,0,55,11,95,-1 
188,41,0,23,119,-1 
189,43,16,20,112,-1 
190,31,26,5,76,-1 
191,46,26,11,100,-1 
192,0,60,28,87,1 
193,0,32,28,96,-1 
194,27,10,14,110,1 
195,81,9,8,112,-1 
196,88,0,22,78,1 
197,47,0,25,105,1 
198,87,0,8,96,-1 
199,31,31,12,99,-1 
200,26,52,25,97,-1 
201,90,0,13,87,1 
202,0,90,11,80,-1 
203,34,0,15,98,-1 
204,98,0,20,98,-1 
205,68,6,22,92,-1 
206,70,12,3,87,-1 
207,61,0,17,94,-1 
208,45,14,14,88,-1 
209,0,55,24,115,1 
210,0,64,10,84,1 
211,37,36,11,58,1 
212,60,29,7,88,-1 
213,10,52,19,94,1 
214,13,67,8,82,-1 
215,46,0,16,90,1 
216,0,52,12,93,-1 
217,50,10,13,108,-1 
218,82,15,24,99,1 
219,17,51,27,106,-1 
220,36,54,12,99,-1 
221,38,58,9,80,-1 
222,11,106,8,73,-1 
223,71,0,26,96,-1 
224,59,33,14,80,-1 
225,0,69,12,92,1 
226,91,0,10,93,1 
227,38,0,29,95,1 
228,66,14,9,72,-1 
229,61,0,18,87,-1 
230,16,40,21,87,1 
231,76,35,22,68,1 
232,97,9,13,82,-1 
233,0,73,19,97,1 
234,0,98,5,99,-1 
235,49,34,13,90,1 
236,76,22,15,98,-1 
237,0,78,23,99,1 
238,0,88,17,94,-1 
239,57,0,12,85,-1 
240,38,55,14,81,1 
241,66,8,17,81,1 
242,50,5,7,100,-1 
243,66,16,14,71,-1 
244,11,61,18,97,-1 
