nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.49921,0.51025,0.57272,0.86415,0.96977,0.78847,0.67958,0.66326,0.66059
0.49792,0.50847,0.57134,0.86583,0.96995,0.78544,0.67219,0.65578,0.65244
0.50027,0.50543,0.57203,0.86621,0.96846,0.77720,0.65403,0.63829,0.63822
