# richness0,1,2,3,4
815,6693,1910,537,45
757,6762,1885,549,47
816,6881,1791,476,36
538,8144,1131,177,10
105,8549,1297,49,0
0,7809,2061,128,2
0,7753,2114,130,3
0,7722,2140,138,0
0,7683,2176,140,1
