# richness0,1,2,3,4,5,6
379,6061,1975,1176,355,52,2
375,6042,1982,1206,351,41,3
409,6398,1852,996,316,29,0
291,7857,1375,379,91,7,0
37,8017,1825,117,4,0,0
0,6858,2813,322,7,0,0
0,6664,3028,297,11,0,0
0,6714,2934,342,10,0,0
0,6647,2996,349,8,0,0
