# richness0,1,2,3,4,5,6
5043,1948,1970,886,146,7,0
5178,1834,2000,835,142,11,0
5641,1815,1699,706,124,14,1
7697,1563,535,179,24,2,0
6255,3659,86,0,0,0,0
164,9374,460,2,0,0,0
1,9279,712,8,0,0,0
0,9261,736,3,0,0,0
0,9242,753,5,0,0,0
