# richness0,1,2,3,4
4907,2748,1930,391,24
5004,2707,1871,393,25
5552,2519,1583,323,23
7405,1971,530,92,2
5804,4120,74,2,0
241,9389,367,3,0
15,9458,524,3,0
10,9454,535,1,0
7,9439,554,0,0
