# richness0,1,2,3,4,5,6
5189,2860,1629,299,22,1,0
5190,2872,1641,281,15,1,0
5792,2488,1462,249,8,1,0
9036,587,306,68,3,0,0
9993,6,1,0,0,0,0
9998,2,0,0,0,0,0
9996,4,0,0,0,0,0
9995,5,0,0,0,0,0
9999,1,0,0,0,0,0
