# richness0,1,2,3,4
5023,3265,1514,196,2
5125,3232,1474,161,8
5699,2822,1325,149,5
8626,1017,320,37,0
9509,487,4,0,0
4608,5382,10,0,0
2075,7905,20,0,0
1793,8187,20,0,0
1827,8153,20,0,0
