# richness0,1,2,3,4
5555,3661,742,40,2
5550,3626,790,34,0
6240,3081,655,24,0
9089,760,146,5,0
9995,4,1,0,0
9997,3,0,0,0
9993,7,0,0,0
9995,5,0,0,0
9998,2,0,0,0
