nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.65228,0.65918,0.70266,0.90847,0.99219,0.99329,0.99283,0.99286,0.99296
0.67494,0.68089,0.72092,0.91214,0.99243,0.99259,0.99268,0.99218,0.99248
0.67913,0.68270,0.72211,0.91389,0.99165,0.99270,0.99230,0.99258,0.99199
