nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.50843,0.51748,0.57872,0.86028,0.92577,0.32228,0.12230,0.11123,0.10893
0.51640,0.51856,0.58517,0.86240,0.92845,0.35904,0.17051,0.16105,0.15997
0.52314,0.52890,0.59031,0.86407,0.92835,0.37406,0.20330,0.19270,0.19177
