nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.20871,0.20396,0.17268,0.04646,0.00259,0.01867,0.04114,0.04269,0.04401
0.05367,0.05241,0.04410,0.01120,0.00034,0.00149,0.00289,0.00295,0.00306
0.00907,0.00818,0.00690,0.00168,0.00002,0.00009,0.00012,0.00014,0.00017
