nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.97758,0.97648,0.98042,0.99492,0.99971,0.99950,0.99870,0.99857,0.99863
