nu=10^-5, nu=10^-4, nu=10^-3, nu=10^-2, nu=10^-1m nu=1, nu=10, nu=10^2, nu=10^3
0.02894,0.02943,0.02810,0.02444,0.01607,0.01278,0.01176,0.01249,0.01175
0.00380,0.00416,0.00365,0.00326,0.00122,0.00077,0.00068,0.00078,0.00063
0.00060,0.00059,0.00054,0.00044,0.00016,0.00003,0.00009,0.00005,0.00004
