trial, S1, S2, R, T, xi
1,0,92,14,69,-1 
2,0,66,21,67,-1 
3,48,0,34,96,1 
4,60,0,19,97,-1 
5,74,0,19,73,1 
6,42,19,22,81,-1 
7,27,0,26,88,1 
8,0,61,18,65,1 
9,0,67,27,72,1 
10,39,0,27,73,-1 
11,63,0,16,83,-1 
12,59,6,21,62,1 
13,0,50,18,66,1 
14,0,44,20,66,-1 
15,9,51,23,61,1 
16,54,15,26,80,-1 
17,0,70,12,47,1 
18,0,72,25,87,1 
19,18,17,24,82,1 
20,34,0,28,86,1 
21,48,0,25,73,-1 
22,0,69,26,75,1 
23,32,23,29,67,1 
24,11,46,15,83,-1 
25,0,65,20,62,-1 
26,38,31,22,70,-1 
27,58,0,14,90,-1 
28,0,72,19,74,-1 
29,9,47,21,83,-1 
30,4,50,18,85,1 
31,40,0,28,106,1 
32,0,59,22,70,1 
33,31,19,27,100,-1 
34,30,28,15,74,1 
35,56,0,42,72,-1 
36,33,34,20,82,-1 
37,21,17,21,74,1 
38,9,42,26,74,-1 
39,41,0,36,83,1 
40,0,58,21,76,1 
41,62,0,20,74,1 
42,0,65,11,86,-1 
43,0,49,23,82,-1 
44,5,57,23,49,1 
45,61,0,22,74,-1 
46,53,0,25,95,-1 
47,65,0,18,72,-1 
48,0,70,21,63,1 
49,55,0,22,84,1 
50,71,0,25,78,-1 
51,26,10,20,79,-1 
52,62,0,20,90,-1 
53,39,33,31,89,1 
54,52,16,18,87,-1 
55,42,14,21,63,1 
56,43,0,26,80,-1 
57,16,56,22,65,1 
58,0,47,26,67,1 
59,35,0,43,91,1 
60,37,4,26,80,1 
61,0,69,27,85,1 
62,0,75,23,72,-1 
63,0,50,18,83,-1 
64,52,0,18,65,-1 
65,0,47,24,63,-1 
66,51,0,28,70,-1 
67,0,36,28,84,1 
68,56,0,20,89,-1 
69,42,0,47,94,-1 
70,63,0,27,85,1 
71,0,65,23,89,1 
72,18,40,19,75,1 
73,46,0,24,83,1 
74,48,8,23,85,-1 
75,0,51,33,105,-1 
76,31,24,29,75,-1 
