trial, S1, S2, R, T, xi
1,122,0,20,52,1 
2,19,0,18,110,-1 
3,0,7,35,117,-1 
4,78,22,29,40,1 
5,35,49,38,44,1 
6,0,0,68,117,-1 
7,0,111,17,42,1 
8,0,5,31,105,-1 
9,153,0,6,34,1 
10,0,0,37,147,-1 
11,0,8,33,101,-1 
12,0,1,37,121,-1 
13,0,0,55,125,-1 
14,0,0,51,132,-1 
15,76,50,17,57,1 
16,0,113,22,53,1 
17,0,0,57,132,-1 
18,0,101,13,50,1 
19,0,0,52,133,-1 
20,38,71,21,48,1 
21,111,0,16,45,1 
22,94,8,25,56,1 
23,75,0,26,66,1 
24,0,18,10,116,-1 
25,54,23,26,48,1 
26,0,0,56,112,-1 
27,0,0,44,116,-1 
28,0,29,14,113,-1 
29,41,53,27,64,1 
30,0,0,55,120,-1 
31,0,0,46,123,-1 
32,66,37,24,46,1 
33,0,0,60,133,-1 
34,15,0,19,80,-1 
35,0,0,48,115,-1 
36,0,0,48,116,-1 
37,0,10,21,117,-1 
38,0,0,51,127,-1 
39,33,53,23,72,1 
40,0,0,44,133,-1 
41,0,0,39,141,-1 
42,4,88,18,57,1 
43,16,0,22,136,-1 
44,0,0,57,141,-1 
45,0,110,19,43,1 
46,0,0,45,119,-1 
47,145,0,15,41,1 
48,0,0,38,136,-1 
49,115,0,28,48,1 
50,58,42,17,57,1 
51,89,0,29,59,1 
52,5,0,27,108,-1 
53,44,62,14,64,1 
54,0,0,49,131,-1 
55,15,0,29,129,-1 
56,0,0,54,117,-1 
57,3,88,21,71,1 
58,0,0,39,123,-1 
59,0,0,40,124,-1 
60,80,11,18,57,1 
61,0,0,36,135,-1 
62,0,0,42,122,-1 
63,0,0,45,112,-1 
64,0,0,52,110,-1 
65,79,40,14,61,1 
66,82,0,24,57,1 
67,0,0,50,108,-1 
68,9,98,25,59,1 
69,0,111,20,47,1 
70,0,0,50,115,-1 
71,0,13,31,120,-1 
72,21,79,26,42,1 
73,92,35,20,41,1 
74,0,0,44,114,-1 
75,58,17,17,65,1 
76,0,86,23,78,1 
77,52,42,18,67,1 
78,0,0,40,111,-1 
79,0,0,36,142,-1 
80,0,0,55,120,-1 
81,15,84,23,48,1 
82,0,0,50,125,-1 
83,108,0,18,61,1 
84,0,10,24,115,-1 
85,12,0,30,115,-1 
86,10,0,27,104,-1 
87,9,0,28,105,-1 
88,0,0,51,137,-1 
89,0,0,64,137,-1 
90,99,0,20,48,1 
91,0,0,53,120,-1 
92,0,0,42,129,-1 
93,0,12,28,130,-1 
94,0,0,48,120,-1 
95,59,76,14,45,1 
96,71,35,13,69,1 
97,51,86,15,35,1 
98,8,0,30,110,-1 
99,0,16,37,123,-1 
100,0,3,31,117,-1 
101,4,110,15,52,1 
102,0,87,30,55,1 
103,0,0,51,116,-1 
104,0,0,58,119,-1 
105,61,33,13,54,1 
106,0,0,62,132,-1 
107,104,0,16,65,1 
108,0,0,44,102,-1 
109,0,73,22,74,1 
110,26,74,19,55,1 
111,78,11,31,61,1 
112,104,5,20,51,1 
113,23,0,14,86,-1 
114,9,0,20,106,-1 
115,0,0,44,114,-1 
116,0,102,22,54,1 
117,37,89,17,41,1 
118,65,45,18,63,1 
119,0,0,45,123,-1 
120,58,0,32,61,1 
121,0,117,24,59,1 
122,136,0,19,41,1 
123,22,81,19,53,1 
124,139,0,14,38,1 
125,0,0,39,124,-1 
126,24,109,20,42,1 
127,5,94,22,54,1 
128,0,0,56,140,-1 
129,0,0,54,128,-1 
130,13,73,34,61,1 
131,0,0,59,119,-1 
132,0,106,20,52,1 
133,0,0,38,133,-1 
134,59,40,17,49,1 
135,0,0,44,133,-1 
136,92,6,16,67,1 
137,0,2,35,120,-1 
138,0,17,21,128,-1 
139,0,0,51,132,-1 
140,100,11,24,57,1 
141,39,58,21,45,1 
142,0,96,28,70,1 
143,19,78,30,46,1 
144,0,0,43,117,-1 
145,28,55,26,51,1 
146,4,0,21,121,-1 
147,8,86,27,65,1 
148,10,0,27,112,-1 
149,0,0,54,143,-1 
150,0,0,45,123,-1 
151,12,0,30,115,-1 
152,62,18,26,53,1 
153,42,62,17,57,1 
154,0,0,62,135,-1 
155,63,77,22,43,1 
156,0,4,43,101,-1 
157,116,6,23,37,1 
158,0,0,43,116,-1 
159,8,87,13,56,1 
160,0,6,41,105,-1 
161,94,6,8,61,1 
162,0,0,55,122,-1 
163,0,106,28,62,1 
164,0,0,46,122,-1 
165,26,76,27,51,1 
166,13,62,30,50,1 
167,96,39,19,48,1 
168,79,43,17,60,1 
169,48,48,20,40,1 
170,0,0,47,158,-1 
171,0,100,22,52,1 
172,0,0,56,134,-1 
173,0,0,47,123,-1 
174,0,96,37,52,1 
175,0,0,48,115,-1 
176,92,39,14,55,1 
177,60,54,17,36,1 
178,103,0,30,51,1 
179,89,0,26,63,1 
180,65,31,25,41,1 
181,0,101,30,52,1 
182,121,2,22,29,1 
183,51,37,21,60,1 
184,82,13,26,49,1 
185,0,11,42,124,-1 
186,102,12,21,51,1 
187,36,60,21,58,1 
188,0,0,54,119,-1 
189,20,90,31,53,1 
190,67,21,17,47,1 
191,0,0,67,121,-1 
192,0,0,68,120,-1 
193,0,78,45,64,1 
194,0,0,48,129,-1 
195,0,144,29,44,1 
196,133,0,20,56,1 
197,0,118,18,52,1 
198,0,0,53,135,-1 
199,0,0,41,140,-1 
200,48,65,13,39,1 
201,0,106,19,43,1 
202,0,12,23,118,-1 
203,3,91,13,51,1 
204,0,0,48,132,-1 
205,0,0,59,133,-1 
206,0,0,41,112,-1 
207,0,15,37,129,-1 
208,101,3,19,54,1 
209,0,0,54,132,-1 
210,71,24,18,49,1 
211,0,0,48,113,-1 
212,0,0,41,147,-1 
213,0,0,51,113,-1 
214,14,92,21,59,1 
215,0,0,50,115,-1 
216,0,0,50,114,-1 
217,0,0,70,132,-1 
218,0,0,48,129,-1 
219,72,32,28,64,1 
220,0,0,52,99,-1 
221,12,0,23,116,-1 
222,127,0,13,44,1 
223,50,91,15,39,1 
224,6,0,24,131,-1 
225,117,0,17,49,1 
226,0,0,54,128,-1 
227,0,128,24,48,1 
228,0,0,54,131,-1 
229,0,0,57,135,-1 
230,0,0,63,130,-1 
231,129,0,27,42,1 
232,0,0,52,134,-1 
233,2,0,28,109,-1 
234,106,0,27,65,1 
235,0,0,43,152,-1 
236,0,0,55,111,-1 
237,4,0,27,126,-1 
238,124,0,16,49,1 
239,111,30,14,47,1 
240,0,0,47,126,-1 
241,0,97,19,47,1 
242,0,0,38,132,-1 
243,0,0,52,105,-1 
244,47,30,18,41,1 
245,0,0,54,121,-1 
246,0,0,44,139,-1 
247,0,112,25,57,1 
248,0,18,20,106,-1 
249,0,0,47,121,-1 
250,0,16,19,105,-1 
251,0,0,47,111,-1 
252,43,52,20,50,1 
253,0,0,44,129,-1 
254,47,54,26,54,1 
255,0,0,46,138,-1 
256,0,4,24,104,-1 
257,5,0,19,118,-1 
258,97,18,14,50,1 
259,0,1,23,116,-1 
260,0,103,18,51,1 
261,0,0,51,108,-1 
262,0,5,28,121,-1 
263,0,0,41,118,-1 
264,31,59,27,65,1 
265,28,59,26,59,1 
266,43,46,27,50,1 
267,36,71,13,45,1 
268,34,35,35,74,1 
269,78,38,11,37,1 
270,0,0,49,126,-1 
271,0,0,54,146,-1 
272,0,111,17,45,1 
273,81,30,25,43,1 
274,0,7,32,107,-1 
275,0,129,20,54,1 
276,14,0,16,125,-1 
277,0,0,48,142,-1 
278,0,0,51,131,-1 
279,0,9,37,113,-1 
280,0,15,27,111,-1 
281,0,0,61,109,-1 
282,0,0,46,121,-1 
283,4,96,22,54,1 
284,85,21,22,59,1 
285,0,15,29,118,-1 
286,129,2,17,47,1 
287,0,0,56,130,-1 
288,10,0,19,99,-1 
289,0,0,69,134,-1 
290,0,8,22,132,-1 
291,0,12,19,131,-1 
292,0,0,48,110,-1 
293,0,0,49,138,-1 
294,0,7,27,119,-1 
295,52,54,25,57,1 
296,33,0,28,110,-1 
297,97,21,27,54,1 
298,0,0,53,132,-1 
299,0,0,47,138,-1 
