trial, S1, S2, R, T, xi
1,41,61,24,45,1 
2,2,0,31,122,-1 
3,0,110,23,68,1 
4,1,0,32,127,-1 
5,0,0,51,130,-1 
6,0,104,22,64,1 
7,99,0,20,46,1 
8,0,0,42,140,-1 
9,8,0,23,111,-1 
10,58,77,13,34,1 
11,103,0,16,53,1 
12,21,97,12,49,1 
13,0,0,56,104,-1 
14,0,0,58,131,-1 
15,0,0,46,104,-1 
16,0,0,171,107,1 
17,19,0,25,114,-1 
18,21,0,22,94,-1 
19,113,0,17,56,1 
20,30,79,15,29,1 
21,88,27,12,47,1 
22,0,114,32,45,1 
23,61,43,14,49,1 
24,47,31,27,68,1 
25,9,115,19,44,1 
26,92,26,17,49,1 
27,0,0,54,111,-1 
28,90,39,15,44,1 
29,0,19,24,113,-1 
30,0,0,45,128,-1 
31,22,87,25,66,1 
32,2,121,22,38,1 
33,0,108,28,39,1 
34,0,0,61,127,-1 
35,58,67,23,42,1 
36,0,105,21,42,1 
37,0,0,49,118,-1 
38,0,119,16,36,1 
39,90,0,19,59,1 
40,0,0,54,112,-1 
41,0,0,49,107,-1 
42,0,0,56,130,-1 
43,23,0,15,108,-1 
44,0,0,65,140,-1 
45,0,0,161,128,1 
46,0,0,34,119,-1 
47,9,0,26,106,-1 
48,0,25,19,110,-1 
49,74,39,17,54,1 
50,0,151,17,52,1 
51,0,0,53,127,-1 
52,115,0,14,53,1 
53,90,19,13,47,1 
54,0,0,49,134,-1 
55,144,12,10,30,1 
56,0,0,51,127,-1 
57,0,126,19,38,1 
58,1,4,26,105,-1 
59,47,39,26,59,1 
60,0,109,9,61,1 
61,0,0,44,121,-1 
62,0,101,22,46,1 
63,11,0,20,112,-1 
64,130,0,15,43,1 
65,26,0,18,97,-1 
66,35,70,18,63,1 
67,87,27,21,67,1 
68,0,68,31,59,1 
69,68,42,21,35,1 
70,95,0,30,67,1 
71,0,0,48,126,-1 
72,0,117,22,54,1 
73,17,106,14,50,1 
74,4,0,28,92,-1 
75,0,0,39,127,-1 
76,20,0,23,116,-1 
77,12,0,16,121,-1 
78,0,129,20,41,1 
79,0,108,32,61,1 
80,0,15,30,132,-1 
81,0,16,19,93,-1 
82,118,0,25,49,1 
83,74,75,21,37,1 
84,125,0,22,40,1 
85,8,0,29,124,-1 
86,0,0,46,120,-1 
87,0,100,14,59,1 
88,0,0,61,128,-1 
89,0,0,40,138,-1 
90,10,0,16,107,-1 
91,0,0,50,125,-1 
92,0,2,44,119,-1 
93,7,0,31,106,-1 
94,109,13,21,32,1 
95,0,0,53,127,-1 
96,0,0,64,130,-1 
97,0,20,18,112,-1 
98,15,0,22,103,-1 
99,0,0,58,119,-1 
100,0,0,45,134,-1 
101,63,22,36,63,1 
102,0,0,42,130,-1 
103,22,0,19,118,-1 
104,88,14,30,47,1 
105,0,97,20,49,1 
106,0,0,57,118,-1 
107,118,0,16,45,1 
108,0,0,44,144,-1 
109,0,0,48,119,-1 
110,11,0,23,114,-1 
111,0,0,56,127,-1 
112,23,67,28,64,1 
113,69,89,11,39,1 
114,76,17,15,44,1 
115,15,0,24,102,-1 
116,0,0,52,125,-1 
117,51,65,18,42,1 
118,0,0,47,141,-1 
119,25,71,22,54,1 
120,0,0,46,125,-1 
121,0,124,17,47,1 
122,52,41,20,56,1 
123,2,0,26,105,-1 
124,89,28,22,33,1 
125,0,0,56,101,-1 
126,0,0,188,106,1 
127,103,4,16,46,1 
128,89,0,17,64,1 
129,113,19,16,42,1 
130,89,0,25,59,1 
131,60,35,32,67,1 
132,0,0,40,139,-1 
133,0,0,187,118,1 
134,0,0,55,109,-1 
135,25,104,13,46,1 
136,63,21,9,59,1 
137,100,5,22,54,1 
138,84,15,14,42,1 
139,0,0,56,142,-1 
140,26,62,27,58,1 
141,95,4,23,60,1 
142,0,0,41,118,-1 
143,83,35,27,58,1 
144,0,11,26,122,-1 
145,0,0,57,117,-1 
146,76,60,24,53,1 
147,0,0,48,120,-1 
148,0,10,17,98,-1 
149,48,36,29,59,1 
150,117,0,18,35,1 
151,0,0,200,114,1 
152,0,0,45,115,-1 
153,15,0,32,116,-1 
154,30,74,25,71,1 
155,0,0,47,123,-1 
156,0,0,58,129,-1 
157,0,0,46,123,-1 
158,0,0,45,97,-1 
159,0,0,53,132,-1 
160,83,46,20,47,1 
161,98,0,24,51,1 
162,42,89,16,34,1 
163,14,0,20,128,-1 
164,38,55,22,51,1 
165,50,46,27,54,1 
166,77,35,29,56,1 
167,98,0,4,59,-1 
168,0,0,37,133,-1 
169,54,36,25,69,1 
170,128,0,23,51,1 
171,0,0,50,130,-1 
172,0,0,37,111,-1 
173,0,27,21,98,-1 
174,115,0,15,53,1 
175,20,68,38,56,1 
176,0,112,26,60,1 
177,0,0,50,135,-1 
178,27,66,22,77,1 
179,0,0,60,124,-1 
180,24,72,24,59,1 
181,0,0,49,130,-1 
182,0,0,169,137,1 
183,0,16,20,108,-1 
184,118,0,21,34,1 
185,40,52,17,49,1 
186,89,1,20,58,1 
187,28,55,30,55,1 
188,10,0,21,110,-1 
189,58,55,10,39,1 
190,0,0,50,128,-1 
191,8,94,23,40,1 
192,0,0,68,115,-1 
193,14,76,21,59,1 
194,0,11,34,114,-1 
195,0,0,196,147,1 
196,0,0,60,119,-1 
197,20,0,19,114,-1 
198,0,72,30,77,1 
199,0,0,58,114,-1 
200,0,0,172,111,1 
201,19,0,24,126,-1 
202,0,0,53,141,-1 
203,88,7,33,61,1 
204,0,0,46,111,-1 
205,0,0,176,116,1 
206,87,0,41,44,1 
207,15,0,23,112,-1 
208,3,97,15,54,1 
209,0,0,141,124,1 
210,0,2,32,122,-1 
211,0,0,53,139,-1 
212,68,27,27,57,1 
213,33,58,15,69,1 
214,0,99,28,54,1 
215,0,0,48,139,-1 
216,81,12,24,56,1 
217,29,63,23,73,1 
218,0,24,21,106,-1 
219,46,47,25,48,1 
220,63,38,21,49,1 
221,65,1,25,66,1 
222,99,4,31,54,1 
223,94,18,19,41,1 
224,0,10,23,105,-1 
225,0,0,54,123,-1 
226,14,0,36,133,-1 
227,0,0,49,146,-1 
228,43,72,11,46,1 
229,72,31,18,58,1 
230,118,0,16,56,1 
231,52,57,24,56,1 
232,100,25,29,60,1 
233,0,0,44,142,-1 
234,97,45,16,39,1 
235,65,29,21,54,1 
236,65,63,11,57,1 
237,0,16,32,111,-1 
238,56,66,17,39,1 
239,0,9,21,110,-1 
240,0,100,23,57,1 
241,44,51,22,46,1 
242,36,77,20,49,1 
243,0,0,40,127,-1 
244,28,87,23,55,1 
245,0,94,17,47,1 
246,0,0,51,119,-1 
247,5,107,22,57,1 
248,0,6,36,129,-1 
249,46,72,22,65,1 
250,0,9,35,129,-1 
